chrom	length	bases	mean	min	max
TE_00000188#Unknown	620	1571686	2534.98	173	4779
TE_00000189#Unknown	263	493622	1876.89	81	3294
TE_00000190#Unknown	1070	5973139	5582.37	1077	7257
TE_00000191#Unknown	666	3429187	5148.93	0	6236
TE_00000192#Unknown	345	1419508	4114.52	52	5461
TE_00000193#Unknown	2046	11425719	5584.42	741	7297
TE_00000194#Unknown	301	762067	2531.78	0	2995
TE_00000195#Unknown	127	414921	3267.09	375	4767
TE_00000196#Unknown	1054	1259359	1194.84	145	2209
TE_00000197#Unknown	914	2242629	2453.64	0	4160
TE_00000198#Unknown	1386	3396429	2450.53	3	5220
TE_00000199#Unknown	1150	6317472	5493.45	3258	6957
TE_00000200#Unknown	327	984246	3009.93	17	4710
TE_00000201#Unknown	102	151815	1488.38	327	2132
TE_00000202#Unknown	1001	1183893	1182.71	40	2478
TE_00000203#Unknown	295	649235	2200.80	344	3429
TE_00000204#Unknown	1448	3215367	2220.56	15	3373
TE_00000205#Unknown	106	636386	6003.64	3033	7318
TE_00000206#Unknown	699	616024	881.29	508	2373
TE_00000207#Unknown	139	367207	2641.78	12	4725
TE_00000208#Unknown	915	4563115	4987.01	1924	7580
TE_00000209#Unknown	1286	4747043	3691.32	20	7921
TE_00000210#Unknown	713	3004711	4214.18	1370	4983
TE_00000211#Unknown	1330	4785120	3597.83	74	4849
TE_00000212#Unknown	318	958476	3014.08	154	4526
TE_00000213#DNA/DTC	4424	19782326	4471.59	143	6820
TE_00000214#Unknown	207	803769	3882.94	24	5192
TE_00000215#Unknown	352	715165	2031.72	50	3033
TE_00000216#Unknown	294	1501498	5107.14	0	7996
TE_00000217#Unknown	151	20768	137.54	0	443
TE_00000218#Unknown	188	553172	2942.40	0	6168
TE_00000219#Unknown	376	1979806	5265.44	139	6882
TE_00000220#Unknown	87	300154	3450.05	2500	3826
TE_00000221#LINE/unknown	773	278507	360.29	0	1089
TE_00000222#Unknown	303	1288549	4252.64	2238	5652
TE_00000223#Unknown	228	428062	1877.46	126	2898
TE_00000224#Unknown	156	907156	5815.10	0	6836
TE_00000225#Unknown	181	386211	2133.76	960	3051
TE_00000226#Unknown	884	3602140	4074.82	309	6926
TE_00000227#Unknown	141	69565	493.37	168	671
TE_00000228#Unknown	646	178850	276.86	0	710
TE_00000229#Unknown	578	924831	1600.05	15	3249
TE_00000230#Unknown	496	2069593	4172.57	1828	7159
TE_00000231#Unknown	377	1670810	4431.86	0	5957
TE_00000232#Unknown	479	1958072	4087.83	115	5105
TE_00000233#Unknown	354	276749	781.78	1	1766
TE_00000234#Unknown	122	400975	3286.68	185	3781
TE_00000235#Unknown	203	121283	597.45	132	1503
TE_00000236#Unknown	227	373471	1645.25	3	2628
TE_00000237#Unknown	360	2666909	7408.08	2223	8885
TE_00000238#Unknown	112	214264	1913.07	444	2406
TE_00000239#Unknown	1238	2209230	1784.52	75	3503
TE_00000240#Unknown	131	139772	1066.96	417	1346
TE_00000241#Unknown	91	243446	2675.23	1667	2913
TE_00000242#Unknown	268	363277	1355.51	177	1729
TE_00000243#Unknown	130	48008	369.29	89	528
TE_00000244#Unknown	164	521920	3182.44	2150	3548
TE_00000245#Unknown	155	97633	629.89	47	838
TE_00000246#Unknown	415	168999	407.23	2	702
TE_00000247#Unknown	241	677	2.81	0	15
TE_00000248#Unknown	108	806	7.46	0	14
TE_00000249#Unknown	256	528137	2063.04	96	4058
TE_00000250#Unknown	250	1100646	4402.58	2650	5059
TE_00000251#Unknown	175	460509	2631.48	1256	3061
TE_00000252#Unknown	112	69850	623.66	0	1058
TE_00000253#Unknown	151	275998	1827.80	303	2840
TE_00000254#Unknown	283	1828	6.46	0	28
TE_00000255#Unknown	110	379927	3453.88	1657	4194
TE_00000256#Unknown	537	1705908	3176.74	944	4608
TE_00000257#Unknown	1908	621080	325.51	0	998
TE_00000258#Unknown	1366	512424	375.13	0	704
TE_00000259#DNA/DTC	542	694017	1280.47	12	1576
TE_00000260#Unknown	116	135866	1171.26	526	1357
TE_00000261#Unknown	280	1435551	5126.97	2955	6371
TE_00000262#Unknown	194	604154	3114.20	1749	3494
TE_00000263#Unknown	205	94326	460.13	201	569
TE_00000264#Unknown	116	39412	339.76	55	519
TE_00000265#Unknown	132	1303	9.87	0	18
TE_00000266#Unknown	859	4651591	5415.12	1722	6862
TE_00000267#Unknown	107	389284	3638.17	2161	4342
TE_00000268#Unknown	188	722967	3845.57	1878	4338
TE_00000269#Unknown	181	864371	4775.53	2116	5591
TE_00000270#Unknown	349	197539	566.01	20	1144
TE_00000271#Unknown	406	64547	158.98	0	369
TE_00000272#Unknown	112	189850	1695.09	389	2190
TE_00000273#Unknown	132	289045	2189.73	678	2950
TE_00000274#Unknown	1116	213967	191.73	12	271
TE_00000275#Unknown	120	372456	3103.80	1976	3749
TE_00000276#Unknown	240	1395855	5816.06	0	7133
TE_00000277#Unknown	247	801167	3243.59	1370	3752
TE_00000278#Unknown	117	257964	2204.82	544	2925
TE_00000279#Unknown	941	4749565	5047.36	170	5930
TE_00000280#Unknown	105	420693	4006.60	2508	4513
TE_00000281#Unknown	137	331670	2420.95	967	3083
TE_00000282#Unknown	189	103536	547.81	336	703
TE_00000283#Unknown	798	3503623	4390.51	1	5569
TE_00000284#Unknown	282	193356	685.66	85	1339
TE_00000285#Unknown	213	578082	2714.00	265	3108
TE_00000286#Unknown	102	54326	532.61	141	752
TE_00000287#Unknown	137	39507	288.37	11	544
TE_00000288#Unknown	119	226436	1902.82	855	2262
TE_00000289#Unknown	370	1704376	4606.42	362	7111
TE_00000290#Unknown	161	832652	5171.75	2715	6078
TE_00000291#Unknown	210	70637	336.37	95	573
TE_00000292#Unknown	143	144169	1008.17	226	1273
TE_00000293#Unknown	149	668494	4486.54	2138	5043
TE_00000294#Unknown	166	303895	1830.69	797	2241
TE_00000295#Unknown	417	8200	19.66	0	80
TE_00000296#Unknown	376	1051469	2796.46	1006	4131
TE_00000297#Unknown	135	39817	294.94	46	478
TE_00000298#Unknown	204	180498	884.79	12	1669
TE_00000299#Unknown	196	288217	1470.49	467	1867
TE_00000300#Unknown	209	477804	2286.14	194	3865
TE_00000301#LINE/unknown	149	161	1.08	0	8
TE_00000302#Unknown	104	42	0.40	0	2
TE_00000303#Unknown	324	143953	444.30	0	531
TE_00000304#Unknown	391	1021393	2612.26	1174	3540
TE_00000305#Unknown	386	1793827	4647.22	898	5494
TE_00000306#Unknown	97	1551900	15998.97	5918	21784
TE_00000307#Unknown	93	160972	1730.88	668	2054
TE_00000308#Unknown	220	162398	738.17	175	1097
TE_00000309#Unknown	148	507771	3430.89	481	4071
TE_00000310#Unknown	572	2700397	4720.97	2102	5544
TE_00000311#Unknown	267	152062	569.52	8	922
TE_00000312#Unknown	382	20781	54.40	0	105
TE_00000313#Unknown	338	12315	36.43	10	54
TE_00000314#Unknown	174	227037	1304.81	211	1907
TE_00000315#Unknown	1241	2905900	2341.58	9	3716
TE_00000316#Unknown	84	102657	1222.11	306	1700
TE_00000317#Unknown	518	237622	458.73	91	775
TE_00000318#Unknown	1284	550091	428.42	6	880
TE_00000319#Unknown	166	48823	294.11	62	552
TE_00000320#Unknown	123	311395	2531.67	1725	2853
TE_00000321#Unknown	869	290478	334.27	18	760
TE_00000322#Unknown	1435	286814	199.87	0	396
TE_00000323#Unknown	219	20004	91.34	2	161
TE_00000324#Unknown	518	1821477	3516.36	1738	4384
TE_00000325#Unknown	1414	64950	45.93	0	214
TE_00000326#Unknown	90	401882	4465.36	2424	4916
TE_00000327#Unknown	82	30884	376.63	0	548
TE_00000328#Unknown	525	83060	158.21	27	365
TE_00000329#Unknown	157	21979	139.99	43	203
TE_00000330#Unknown	120	555161	4626.34	65	8218
TE_00000331#Unknown	173	26185	151.36	1	324
TE_00000332#Unknown	606	102406	168.99	1	297
TE_00000333#Unknown	92	305563	3321.34	2703	3591
TE_00000334#Unknown	223	6262	28.08	0	83
TE_00000335#Unknown	503	152218	302.62	0	697
TE_00000336#Unknown	290	22580	77.86	0	157
TE_00000337#Unknown	815	179647	220.43	0	696
TE_00000338#Unknown	115	168619	1466.25	51	2087
TE_00000339#Unknown	204	135122	662.36	49	1253
TE_00000340#Unknown	113	112733	997.64	505	1283
TE_00000341#Unknown	339	63309	186.75	3	378
TE_00000342#Unknown	85	43387	510.44	111	580
TE_00000343#Unknown	149	505007	3389.31	1937	4140
TE_00000344#Unknown	92	82784	899.83	382	1157
TE_00000345#Unknown	961	114240	118.88	0	435
TE_00000346#Unknown	142	66175	466.02	52	575
TE_00000347#Unknown	556	644433	1159.05	25	2241
TE_00000348#Unknown	91	685832	7536.62	5229	8494
TE_00000349#Unknown	143	247443	1730.37	150	2210
TE_00000350#Unknown	240	304484	1268.68	17	2182
TE_00000351#Unknown	933	117218	125.64	0	328
TE_00000352#Unknown	258	827944	3209.09	1732	3547
TE_00000353#Unknown	634	196183	309.44	0	690
TE_00000354#Unknown	88	197180	2240.68	754	2846
TE_00000355#Unknown	205	126368	616.43	142	718
TE_00000356#Unknown	83	157538	1898.05	739	2523
TE_00000357#Unknown	360	1470981	4086.06	1614	5858
TE_00000358#Unknown	363	28838	79.44	2	191
TE_00000359#Unknown	405	1127039	2782.81	0	3496
TE_00000360#Unknown	107	65543	612.55	342	799
TE_00000361#Unknown	143	10607	74.17	35	99
TE_00000362#Unknown	86	57696	670.88	424	801
TE_00000364#Unknown	394	20363	51.68	0	127
TE_00000365#Unknown	171	63978	374.14	4	602
TE_00000366#Unknown	337	57991	172.08	3	309
TE_00000367#Unknown	1549	506575	327.03	1	851
TE_00000368#Unknown	174	1230	7.07	0	15
TE_00000369#Unknown	182	32015	175.91	19	258
TE_00000370#Unknown	109	24956	228.95	87	329
TE_00000371#Unknown	1130	2511297	2222.39	119	2831
TE_00000372#Unknown	101	328699	3254.45	2374	3564
TE_00000373#Unknown	179	5520	30.84	1	81
TE_00000374#Unknown	124	2416	19.48	0	52
TE_00000375#Unknown	135	76525	566.85	0	811
TE_00000376#DNA/DTH	930	570615	613.56	0	851
TE_00000377#Unknown	344	63013	183.18	19	273
TE_00000378#Unknown	92	106922	1162.20	87	1415
TE_00000379#Unknown	309	508495	1645.61	480	2376
TE_00000380#Unknown	289	18158	62.83	0	138
TE_00000381#Unknown	170	27985	164.62	0	214
TE_00000382#Unknown	127	58239	458.57	270	562
TE_00000383#Unknown	275	17398	63.27	2	92
TE_00000384#Unknown	223	15454	69.30	9	100
TE_00000385#Unknown	1404	620602	442.02	0	732
TE_00000386#Unknown	282	20696	73.39	0	222
TE_00000387#Unknown	150	45836	305.57	177	364
TE_00000388#Unknown	735	384883	523.65	175	1691
TE_00000389#Unknown	375	1191030	3176.08	1449	4601
TE_00000390#Unknown	245	127608	520.85	7	843
TE_00000391#Unknown	578	73164	126.58	3	418
TE_00000392#Unknown	142	332352	2340.51	1323	2732
TE_00000393#Unknown	672	70185	104.44	9	299
TE_00000394#Unknown	705	177876	252.31	7	376
TE_00000395#Unknown	255	2331	9.14	0	19
TE_00000396#Unknown	374	38231	102.22	16	180
TE_00000397#DNA/DTM	1116	860805	771.33	190	1120
TE_00000398#Unknown	132	28790	218.11	134	287
TE_00000399#Unknown	714	26775	37.50	0	63
TE_00000400#Unknown	221	23506757	106365.42	159	377797
TE_00000401#Unknown	105	50371	479.72	200	585
TE_00000402#Unknown	847	88557	104.55	0	212
TE_00000403#Unknown	114	331721	2909.83	871	3849
TE_00000404#Unknown	2088	420637	201.45	1	402
TE_00000405#DNA/DTM	2802	453569	161.87	0	307
TE_00000406#Unknown	285	24368	85.50	2	262
TE_00000407#Unknown	688	404916	588.54	11	1232
TE_00000408#Unknown	1876	22697176	12098.71	0	18400
TE_00000409#Unknown	97	107826	1111.61	490	1425
TE_00000410#Unknown	749	2741940	3660.80	759	4700
TE_00000411#Unknown	340	69538	204.52	2	435
TE_00000412#Unknown	2058	791130	384.42	0	706
TE_00000413#Unknown	80	75691	946.14	614	1147
TE_00000414#Unknown	1880	42578	22.65	0	50
TE_00000415#Unknown	94	560081	5958.31	997	7000
TE_00000416#Unknown	103	630711	6123.41	4248	7079
TE_00000417#Unknown	112	181053	1616.54	1137	1758
TE_00000418#Unknown	3790	42414	11.19	2	54
TE_00000419#Unknown	236	19890	84.28	0	225
TE_00000420#Unknown	1574	369112	234.51	0	378
TE_00000421#Unknown	80	143706	1796.33	1087	2125
TE_00000422#Unknown	184	14680	79.78	1	141
TE_00000423#Unknown	475	347374	731.31	1	1408
TE_00000424#Unknown	170	222728	1310.16	322	1600
TE_00000425#Unknown	195	540144	2769.97	1247	3144
TE_00000426#Unknown	147	19301	131.30	20	179
TE_00000427#Unknown	117	38719	330.93	20	447
TE_00000428#Unknown	195	54674	280.38	49	404
TE_00000429#Unknown	152	43063	283.31	149	338
TE_00000430#Unknown	315	88240	280.13	39	487
TE_00000431#Unknown	746	36958	49.54	0	78
TE_00000432#Unknown	116	113013	974.25	289	1077
TE_00000433#Unknown	379	66375	175.13	2	236
TE_00000434#Unknown	421	1252380	2974.77	468	3724
TE_00000435#Unknown	137	193460	1412.12	676	1711
TE_00000436#Unknown	204	493	2.42	0	7
TE_00000437#Unknown	1114	220481	197.92	3	359
TE_00000438#Unknown	115	11886	103.36	14	198
TE_00000439#Unknown	199	106324	534.29	76	881
TE_00000440#Unknown	147	6585	44.80	0	69
TE_00000441#Unknown	144	313645	2178.09	939	2503
TE_00000442#Unknown	1255	626463	499.17	27	770
TE_00000443#Unknown	789	349038	442.38	47	615
TE_00000444#Unknown	306	711689	2325.78	813	3063
TE_00000445#Unknown	435	1200949	2760.80	960	3801
TE_00000446#Unknown	129	303235	2350.66	902	2761
TE_00000447#Unknown	1373	536266	390.58	0	699
TE_00000448#Unknown	223	7459	33.45	7	48
TE_00000449#Unknown	181	11716	64.73	10	110
TE_00000450#Unknown	92	24711	268.60	6	349
TE_00000451#Unknown	149	21	0.14	0	1
TE_00000452#Unknown	143	57121	399.45	78	805
TE_00000453#Unknown	131	13896	106.08	30	160
TE_00000454#Unknown	822	248945	302.85	14	574
TE_00000455#Unknown	209	95391	456.42	13	685
TE_00000456#Unknown	118	51	0.43	0	2
TE_00000457#Unknown	609	866364	1422.60	170	1805
TE_00000458#Unknown	706	101904	144.34	0	287
TE_00000459#Unknown	82	61437	749.23	346	848
TE_00000460#DNA/DTM	802	193109	240.78	0	584
TE_00000461#Unknown	467	772210	1653.55	212	2177
TE_00000462#Unknown	352	106499	302.55	46	557
TE_00000463#Unknown	112	17379	155.17	11	257
TE_00000464#Unknown	345	249733	723.86	0	1097
TE_00000465#LINE/unknown	2387	49940	20.92	3	44
TE_00000466#Unknown	407	38704	95.10	6	180
TE_00000467#LTR/unknown	334	246986	739.48	180	1020
TE_00000468#Unknown	188	3956	21.04	0	46
TE_00000469#Unknown	227	38510	169.65	14	382
TE_00000470#Unknown	667	121265	181.81	0	630
TE_00000471#Unknown	469	4505	9.61	0	26
TE_00000472#Unknown	122	133069	1090.73	26	1250
TE_00000473#Unknown	453	13968	30.83	0	49
TE_00000474#Unknown	890	251228	282.28	0	724
TE_00000475#Unknown	506	162750	321.64	66	614
TE_00000476#Unknown	279	141	0.51	0	3
TE_00000477#Unknown	84	2737	32.58	12	40
TE_00000478#Unknown	160	5760347	36002.17	23030	43102
TE_00000479#Unknown	201	31726	157.84	0	236
TE_00000480#Unknown	132	32808	248.55	146	328
TE_00000481#Unknown	240	246385	1026.60	7	1932
TE_00000482#Unknown	475	53074	111.73	0	260
TE_00000483#DNA/DTM	140	11333	80.95	5	121
TE_00000484#Unknown	99	70711	714.25	374	899
TE_00000485#Unknown	237	8208	34.63	0	86
TE_00000486#Unknown	178	353104	1983.73	919	2199
TE_00000487#Unknown	1743	295847	169.73	0	367
TE_00000488#Unknown	545	20449	37.52	5	56
TE_00000489#Unknown	127	34739	273.54	108	314
TE_00000490#Unknown	298	86597	290.59	3	527
TE_00000491#Unknown	103	4024	39.07	1	60
TE_00000492#Unknown	348	124978	359.13	151	567
TE_00000493#Unknown	1108	531107	479.34	208	610
TE_00000494#Unknown	96	45118	469.98	342	539
TE_00000495#Unknown	178	11332	63.66	2	401
TE_00000496#Unknown	540	163107	302.05	0	645
TE_00000497#Unknown	218	128294	588.50	141	965
TE_00000498#Unknown	120	21663	180.53	33	305
TE_00000499#Unknown	307	98919	322.21	137	524
TE_00000500#Unknown	508	123088	242.30	6	379
TE_00000501#Unknown	916	272312	297.28	5	569
TE_00000502#Unknown	145	2856	19.70	0	77
TE_00000503#Unknown	174	42074	241.80	0	307
TE_00000504#Unknown	1410	369024	261.72	0	630
TE_00000505#Unknown	155	643	4.15	0	7
TE_00000506#Unknown	141	23731	168.30	39	271
TE_00000507#Unknown	222	46695	210.34	6	407
TE_00000508#Unknown	131	153913	1174.91	573	1369
TE_00000509#Unknown	236	47075	199.47	35	280
TE_00000510#Unknown	1751	326230	186.31	0	445
TE_00000511#Unknown	511	58364	114.22	1	252
TE_00000512#Unknown	118	429890	3643.14	6	4068
TE_00000513#Unknown	1090	288909	265.05	1	439
TE_00000514#Unknown	747	252230	337.66	24	511
TE_00000515#Unknown	873	30668	35.13	1	59
TE_00000516#Unknown	217	71003	327.20	165	419
TE_00000517#DNA/DTM	1940	246747	127.19	0	213
