chrom	length	bases	mean	min	max
TE_00000784#DNA/DTM	706	5461	7.74	2	15
TE_00000785#DNA/Helitron	1991	3961	1.99	0	14
TE_00000786#DNA/DTT	2137	36094	16.89	0	90
TE_00000787#DNA/DTT	3347	52739	15.76	0	201
TE_00000788#DNA/DTM	2368	29538	12.47	0	78
TE_00000789#DNA/DTC	3966	70114	17.68	0	77
TE_00000790#DNA/Helitron	9257	350255	37.84	0	549
TE_00000791#DNA/DTC	2661	1016609	382.04	0	2360
TE_00000792#DNA/DTM	817	11714	14.34	0	97
TE_00000793#DNA/Helitron	5628	57528	10.22	0	143
TE_00000794#DNA/Helitron	607	3518	5.80	0	24
TE_00000795#DNA/Helitron	12485	11702273	937.31	0	6431
TE_00000796#DNA/DTT	1195	3887	3.25	0	25
TE_00000797#DNA/DTT	3390	13519	3.99	0	14
TE_00000798#DNA/Helitron	11873	324877	27.36	0	391
TE_00000799#DNA/DTT	1455	9833	6.76	0	116
TE_00000800#DNA/DTT	4309	219210	50.87	0	693
TE_00000801#DNA/DTT	737	1090	1.48	0	6
TE_00000802#DNA/Helitron	11124	148150	13.32	0	123
TE_00000803#DNA/DTC	3227	76189	23.61	0	136
TE_00000804#DNA/DTT	2209	15849	7.17	0	28
TE_00000805#DNA/DTC	3154	30669	9.72	0	47
TE_00000806#DNA/Helitron	6112	41306	6.76	0	87
TE_00000807#DNA/Helitron	3989	80097	20.08	0	75
TE_00000808#DNA/Helitron	5159	30939	6.00	0	119
TE_00000809#DNA/DTT	2240	8717	3.89	0	25
TE_00000810#DNA/Helitron	7832	115650	14.77	0	130
TE_00000811#DNA/DTT	2760	9006	3.26	0	36
TE_00000812#DNA/DTT	1121	5428	4.84	0	18
TE_00000813#DNA/DTC	1853	206553	111.47	0	5094
TE_00000814#DNA/Helitron	7255	90491	12.47	0	428
TE_00000815#DNA/Helitron	4711	39221	8.33	0	34
TE_00000816#DNA/DTC	3407	73013	21.43	0	103
TE_00000817#DNA/DTM	3006	95676	31.83	2	101
TE_00000818#DNA/DTT	1929	25416	13.18	0	201
TE_00000819#DNA/Helitron	7935	48645	6.13	0	80
TE_00000820#DNA/Helitron	6875	49819	7.25	0	149
TE_00000821#DNA/Helitron	4274	7839	1.83	0	31
TE_00000822#DNA/DTT	2436	8304	3.41	0	39
TE_00000823#DNA/DTT	1909	6267	3.28	0	9
TE_00000824#DNA/DTT	2109	8811	4.18	0	39
TE_00000825#DNA/DTT	4023	17054	4.24	0	56
TE_00000826#DNA/DTT	3349	45177	13.49	0	625
TE_00000827#DNA/DTT	1469	8967	6.10	0	54
TE_00000828#DNA/DTT	2381	24309	10.21	0	330
TE_00000829#DNA/DTT	2339	19675	8.41	0	118
TE_00000830#MITE/DTC	241	525	2.18	0	4
TE_00000831#DNA/DTT	3062	8246	2.69	0	13
TE_00000832#DNA/DTT	1945	7348	3.78	0	24
TE_00000833#DNA/DTT	871	7893	9.06	0	22
TE_00000834#DNA/DTT	2185	8569	3.92	0	95
TE_00000835#DNA/DTT	1905	6890	3.62	0	23
TE_00000836#DNA/DTT	1980	11638	5.88	0	98
TE_00000837#DNA/DTC	3840	296324	77.17	0	749
TE_00000838#DNA/DTC	4443	98651	22.20	2	65
TE_00000839#DNA/Helitron	10607	44907776	4233.79	0	23638
TE_00000840#DNA/Helitron	4915	180878	36.80	0	1137
TE_00000841#DNA/DTT	1626	332134	204.26	0	1544
TE_00000842#DNA/DTM	645	868	1.35	0	5
TE_00000843#DNA/DTT	678	361352	532.97	0	1622
TE_00000844#DNA/DTT	2153	5218791	2423.96	2	3815
TE_00000845#DNA/DTT	2394	25024	10.45	0	64
TE_00000846#DNA/Helitron	4015	130281	32.45	0	679
TE_00000847#DNA/Helitron	8430	155089	18.40	0	82
TE_00000848#DNA/DTT	1563	10577	6.77	0	45
TE_00000849#DNA/DTT	2044	15751	7.71	0	104
TE_00000850#DNA/DTC	3804	400389	105.25	1	575
TE_00000851#DNA/DTT	2006	14915	7.44	0	152
TE_00000852#DNA/DTT	2924	96102	32.87	0	496
TE_00000853#DNA/DTT	1781	11071	6.22	0	102
TE_00000854#DNA/DTT	1779	8728	4.91	0	21
TE_00000855#DNA/Helitron	2304	27745	12.04	0	103
TE_00000856#DNA/DTC	3454	15458	4.48	0	71
TE_00000857#DNA/DTT	2216	6365	2.87	0	11
TE_00000858#DNA/DTT	2982	16115	5.40	0	79
TE_00000859#DNA/DTT	3150	20292	6.44	0	171
TE_00000860#DNA/Helitron	1012	3492	3.45	0	20
TE_00000861#DNA/DTC	4339	187562	43.23	1	274
TE_00000862#DNA/DTT	3580	117309	32.77	0	582
TE_00000863#DNA/DTT	1947	5802	2.98	0	10
TE_00000864#DNA/DTT	1206	7810	6.48	0	148
TE_00000865#DNA/Helitron	4192	738552	176.18	0	1453
TE_00000866#DNA/Helitron	4155	34172	8.22	0	92
TE_00000867#DNA/DTT	3666	120515	32.87	3	166
TE_00000868#DNA/Helitron	2521	19883	7.89	0	19
TE_00000869#DNA/DTM	1004	6299	6.27	0	16
TE_00000870#DNA/DTT	2914	198041	67.96	0	1156
TE_00000871#DNA/DTM	765	7510	9.82	1	24
TE_00000872#DNA/DTT	1130	3485	3.08	0	31
TE_00000873#DNA/DTT	1342	157414	117.30	1	739
TE_00000874#DNA/DTT	979	3108	3.17	0	6
TE_00000875#DNA/DTT	1786	5364	3.00	0	11
TE_00000876#DNA/Helitron	3819	42644	11.17	0	27
TE_00000877#DNA/DTT	4200	1226602	292.05	0	3132
TE_00000878#DNA/Helitron	1120	6175	5.51	0	85
TE_00000879#DNA/DTH	979	116344	118.84	1	237
TE_00000880#DNA/DTT	2758	28860	10.46	0	260
TE_00000882#DNA/DTT	1728	6102	3.53	0	21
TE_00000883#DNA/DTM	3903	44205	11.33	0	67
TE_00000884#DNA/DTT	1836	7525	4.10	0	18
TE_00000885#DNA/DTT	2840	6448	2.27	0	16
TE_00000886#DNA/DTT	3818	38618	10.11	0	116
TE_00000887#DNA/DTC	4555	123394	27.09	0	206
TE_00000888#DNA/DTM	1035	15089	14.58	3	33
TE_00000889#DNA/Helitron	681	3187	4.68	0	10
TE_00000890#DNA/Helitron	8561	96640	11.29	0	318
TE_00000891#DNA/DTT	2823	66710	23.63	0	571
TE_00000892#DNA/DTM	788	5231	6.64	0	30
TE_00000893#DNA/DTC	2895	146398	50.57	5	108
TE_00000894#DNA/Helitron	4820	59787	12.40	0	39
TE_00000895#DNA/DTT	666	1573	2.36	0	5
TE_00000896#DNA/DTM	615	43055	70.01	1	464
TE_00000897#DNA/Helitron	8461	751486	88.82	0	991
TE_00000898#DNA/Helitron	3013	10017	3.32	0	47
TE_00000899#DNA/DTM	1141	14597	12.79	1	28
TE_00000900#DNA/Helitron	2849	15730	5.52	0	38
TE_00000901#DNA/Helitron	4948	91496	18.49	0	471
TE_00000902#DNA/Helitron	6701	11783	1.76	0	27
TE_00000903#DNA/DTH	898	60465	67.33	4	134
TE_00000904#DNA/DTT	1228	47318	38.53	1	394
TE_00000905#DNA/DTT	1743	30139	17.29	0	139
TE_00000906#DNA/DTT	2212	7238	3.27	0	13
TE_00000907#DNA/DTT	876	6079	6.94	0	48
TE_00000908#DNA/DTT	1398	1673	1.20	0	7
TE_00000909#DNA/Helitron	8070	254543	31.54	0	516
TE_00000910#DNA/DTT	2467	16357	6.63	0	100
TE_00000911#DNA/DTT	1989	37154	18.68	0	258
TE_00000912#DNA/Helitron	6407	51068	7.97	0	182
TE_00000913#DNA/DTT	925	5577	6.03	1	46
TE_00000914#DNA/DTT	1421	9488	6.68	0	89
TE_00000915#DNA/DTT	525	1845	3.51	0	11
TE_00000916#DNA/DTT	1911	11524	6.03	0	81
TE_00000917#DNA/DTT	1649	7341	4.45	0	21
TE_00000918#DNA/DTT	1033	14806	14.33	0	105
TE_00000919#DNA/DTT	2264	52624	23.24	0	220
TE_00000920#DNA/DTH	2610	71826	27.52	0	434
TE_00000921#DNA/DTT	1177	12178	10.35	0	53
TE_00000922#DNA/DTT	473	3219	6.81	0	33
TE_00000923#DNA/Helitron	2581	24225	9.39	0	115
TE_00000924#DNA/DTT	1368	4546	3.32	0	18
TE_00000925#DNA/DTT	550	7787	14.16	0	69
TE_00000926#DNA/Helitron	13633	398284	29.21	0	254
TE_00000927#DNA/DTT	3565	11990	3.36	0	87
TE_00000928#DNA/Helitron	3150	60953	19.35	0	167
TE_00000929#DNA/DTT	2302	12730	5.53	0	66
TE_00000930#DNA/DTM	1493	5481	3.67	0	17
TE_00000931#DNA/Helitron	2838	10991	3.87	0	55
TE_00000932#DNA/DTT	515	10425	20.24	0	350
TE_00000933#DNA/DTT	567	2129	3.75	0	33
TE_00000934#DNA/DTM	623	24836	39.87	0	124
TE_00000935_INT#LTR/Gypsy	1263	304724	241.27	0	537
TE_00000936#DNA/Helitron	2200	28365	12.89	0	217
TE_00000937#DNA/Helitron	8502	52848	6.22	0	88
TE_00000938#DNA/Helitron	4645	26474	5.70	0	132
TE_00000939#DNA/DTT	3936	12614	3.20	0	19
TE_00000940#DNA/DTH	2541	9827	3.87	0	48
TE_00000941#DNA/DTT	1601	9189	5.74	0	56
TE_00000942#DNA/DTC	2033	7349	3.61	0	10
TE_00000943#DNA/Helitron	3239	54849	16.93	0	130
TE_00000944#DNA/DTT	3025	14610	4.83	0	45
TE_00000945#DNA/DTT	2421	15338	6.34	0	75
TE_00000946#DNA/DTT	2859	21091	7.38	0	139
TE_00000947#DNA/DTT	1789	50984	28.50	0	691
TE_00000948#DNA/DTM	1030	8231	7.99	0	32
TE_00000949#DNA/Helitron	4583	78639	17.16	0	472
TE_00000950#DNA/DTT	3482	70971	20.38	0	462
TE_00000951#DNA/DTT	2790	8749	3.14	0	14
TE_00000952#DNA/DTM	3038	109981	36.20	0	93
TE_00000953#DNA/DTT	2399	19971	8.32	0	153
TE_00000954#DNA/DTC	4210	238828	56.73	0	236
TE_00000955#DNA/DTT	3113	765188	245.80	0	632
TE_00000956#DNA/DTT	2467	19910	8.07	0	77
TE_00000957#DNA/DTM	1122	16717	14.90	1	55
TE_00000958#DNA/DTC	695	46071	66.29	0	160
TE_00000959#DNA/Helitron	2092	14249	6.81	1	22
TE_00000960#DNA/Helitron	14669	73734	5.03	0	97
TE_00000961#DNA/DTC	2232	10750	4.82	0	15
TE_00000962#DNA/Helitron	9553	156043	16.33	0	101
TE_00000963#DNA/Helitron	3031	21984	7.25	0	117
TE_00000964#DNA/DTH	783	42334	54.07	1	137
TE_00000965#DNA/DTT	1289	27048	20.98	0	140
TE_00000966#DNA/DTC	3144	94521	30.06	0	114
TE_00000967#DNA/Helitron	8381	86511	10.32	0	294
TE_00000968#DNA/Helitron	10103	136789	13.54	0	590
TE_00000969#DNA/Helitron	4614	42059	9.12	0	150
TE_00000970#DNA/DTH	920	23315	25.34	0	84
TE_00000971#MITE/DTM	168	897	5.34	0	9
TE_00000972#DNA/DTM	3727	14279	3.83	0	13
TE_00000973#DNA/DTT	3317	48876	14.74	0	95
TE_00000974#DNA/DTT	2246	7520	3.35	0	20
TE_00000975#DNA/DTM	1026	25967	25.31	3	106
TE_00000976#DNA/DTM	2250	10299	4.58	0	30
TE_00000977#DNA/DTT	2909	8461	2.91	0	19
TE_00000978#DNA/DTH	786	126835	161.37	4	629
TE_00000979#DNA/DTM	665	914	1.37	0	4
TE_00000980#DNA/DTT	3226	159490	49.44	0	1675
TE_00000981#DNA/DTT	3584	61458	17.15	0	95
TE_00000982#DNA/Helitron	9670	268048	27.72	0	812
TE_00000983#DNA/DTH	953	115013	120.69	0	373
TE_00000984#DNA/DTC	3654	143394	39.24	1	258
TE_00000985#DNA/DTT	3009	10886	3.62	0	45
TE_00000986#DNA/DTT	3624	22977	6.34	0	84
TE_00000987#DNA/DTT	3684	24795	6.73	0	132
TE_00000988#DNA/DTM	1228	9046	7.37	0	137
TE_00000989#DNA/DTT	484	168901	348.97	1	1133
TE_00000990#DNA/DTC	3072	14998	4.88	0	19
TE_00000991#DNA/DTC	1659	7494	4.52	0	35
TE_00000992#DNA/Helitron	2610	255197	97.78	0	620
TE_00000993#DNA/Helitron	6221	70738	11.37	0	314
TE_00000994#DNA/DTT	1617	73342	45.36	0	1189
TE_00000995#DNA/DTT	3530	74682	21.16	2	67
TE_00000996#DNA/Helitron	6068	74110	12.21	0	66
TE_00000997#DNA/DTT	2284	6462	2.83	0	29
TE_00000998#DNA/DTT	1232	3259	2.65	0	13
TE_00000999#DNA/DTT	1868	16118	8.63	0	107
TE_00001000#DNA/DTT	1323	5180	3.92	0	23
TE_00001001#DNA/DTT	3017	13660	4.53	0	61
TE_00001002#DNA/Helitron	5045	152144	30.16	0	1131
TE_00001003#DNA/DTT	2540	20167	7.94	0	250
TE_00001004#DNA/DTT	1281	38974	30.42	0	162
TE_00001005#DNA/Helitron	5863	46474	7.93	0	38
TE_00001006#DNA/DTT	3529	43442	12.31	0	168
TE_00001007#DNA/DTT	1772	11598	6.55	0	49
TE_00001008#DNA/DTT	989	10358	10.47	0	73
TE_00001009#DNA/DTC	1968	22042	11.20	0	35
TE_00001010#DNA/DTT	2437	9876	4.05	0	42
TE_00001011#DNA/DTC	3363	241375	71.77	0	717
TE_00001012#DNA/Helitron	6639	117534	17.70	0	193
TE_00001013#DNA/DTT	1913	6092	3.18	0	27
TE_00001014#DNA/Helitron	4916	78273	15.92	0	265
TE_00001015#DNA/DTT	1669	4869	2.92	0	15
TE_00001016#DNA/DTT	2814	52752	18.75	1	268
TE_00001017#DNA/DTT	1569	1838	1.17	0	4
TE_00001018#DNA/Helitron	5201	131201	25.23	0	55
TE_00001019#DNA/DTT	651	1271	1.95	0	4
TE_00001020#DNA/DTC	3137	34351	10.95	1	29
TE_00001021#DNA/Helitron	4799	74448	15.51	0	134
TE_00001022#DNA/DTT	617	8576	13.90	0	133
TE_00001023#DNA/DTC	1413	198535	140.51	0	412
TE_00001024#DNA/Helitron	14340	7392689	515.53	0	3553
TE_00001025#DNA/Helitron	4093	15706	3.84	0	76
TE_00001026#DNA/DTT	1714	11164	6.51	0	64
TE_00001027#DNA/DTM	2162	29156	13.49	0	93
TE_00001028#DNA/DTT	2488	7936	3.19	0	25
TE_00001029#DNA/Helitron	5821	87544	15.04	0	403
TE_00001030#DNA/DTT	2202	7316	3.32	0	20
TE_00001031#DNA/DTM	3470	12729	3.67	0	43
TE_00001032#DNA/Helitron	11440	413771	36.17	0	1322
TE_00001033#MITE/DTM	277	165	0.60	0	3
TE_00001034#DNA/DTT	776	8493	10.94	0	61
TE_00001035#DNA/DTT	2419	25314	10.46	0	117
TE_00001036#DNA/DTT	3364	16010	4.76	0	105
TE_00001037#DNA/DTT	1723	12702	7.37	0	82
TE_00001038#DNA/DTT	1358	20876	15.37	0	193
TE_00001039#DNA/DTT	2180	5500	2.52	0	9
TE_00001040#DNA/DTT	2362	5982	2.53	0	11
TE_00001041#DNA/DTM	1360	36479	26.82	0	58
TE_00001042#DNA/DTC	2842	111704	39.30	0	549
TE_00001043#DNA/DTT	1392	5964	4.28	0	21
TE_00001044#DNA/DTT	810	11339	14.00	0	103
TE_00001045#DNA/DTC	1740	32205	18.51	0	99
TE_00001046#DNA/DTT	1085	16822	15.50	0	213
TE_00001047#DNA/Helitron	8672	76536	8.83	0	201
TE_00001048#DNA/DTT	3701	48921	13.22	0	330
TE_00001049#DNA/DTT	761	8550	11.24	0	80
TE_00001050#DNA/DTT	1721	17821	10.36	0	101
TE_00001051#DNA/DTT	2008	5985	2.98	0	49
TE_00001052#DNA/Helitron	8125	270317	33.27	0	792
TE_00001053#DNA/DTT	714	3649	5.11	0	57
TE_00001054#DNA/Helitron	3247	162786	50.13	0	249
TE_00001055#DNA/Helitron	9183	8181034	890.89	0	6672
TE_00001056#DNA/Helitron	1242	18498	14.89	0	360
TE_00001057#DNA/DTM	2954	4635	1.57	0	7
TE_00001058#DNA/DTM	1178	16605	14.10	0	83
TE_00001059#DNA/DTC	904	74409	82.31	2	192
TE_00001060#DNA/DTC	2975	8792	2.96	0	15
TE_00001061#DNA/DTT	2713	90878	33.50	0	400
TE_00001062#DNA/DTT	3402	16902	4.97	0	187
TE_00001063_INT#LTR/Gypsy	6976	2258217	323.71	0	1209
TE_00001064_INT#LTR/Gypsy	7824	1142431	146.02	0	987
TE_00001065#DNA/Helitron	4157	31894	7.67	0	281
TE_00001066#DNA/DTT	1489	6291	4.22	0	38
TE_00001067#MITE/DTA	125	1415	11.32	0	52
TE_00001068#MITE/DTT	104	231	2.22	0	5
TE_00001069#MITE/DTT	142	122	0.86	0	2
TE_00001070_LTR#LTR/Gypsy	328	2513	7.66	3	15
TE_00001071#MITE/DTT	169	6885	40.74	1	169
TE_00001072_INT#LTR/Gypsy	6293	92467	14.69	3	338
TE_00001073#DNA/DTM	655	3795	5.79	0	11
TE_00001075#DNA/DTC	3684	99800	27.09	0	81
TE_00001076_INT#LTR/Gypsy	3631	1293827	356.33	0	943
TE_00001077_INT#LTR/Gypsy	6185	2052898	331.92	0	889
TE_00001079_LTR#LTR/Copia	155	2584	16.67	13	19
TE_00001080_INT#LTR/Gypsy	3062	542639	177.22	0	519
TE_00001081_INT#LTR/Gypsy	7868	3516621	446.95	0	2047
TE_00001083_INT#LTR/Gypsy	5949	1131400	190.18	0	699
TE_00001084#DNA/DTM	1127	32954	29.24	0	95
TE_00001085#MITE/DTT	496	10104	20.37	0	62
TE_00001086#DNA/DTA	3114	32722	10.51	0	43
TE_00001087#DNA/DTH	1520	140435	92.39	0	247
TE_00001088#DNA/DTC	3652	265539	72.71	0	433
TE_00001089#DNA/DTA	3654	150607	41.22	1	75
TE_00001091#MITE/DTM	269	20967	77.94	12	144
TE_00001094#DNA/Helitron	3726	539046	144.67	0	1743
TE_00001096#DNA/DTC	2457	69030	28.10	0	140
TE_00001098#MITE/DTA	182	1381	7.59	1	12
TE_00001099#MITE/DTT	520	36014	69.26	0	173
TE_00001100#DNA/DTT	1368	4353802	3182.60	0	15897
TE_00001101#DNA/DTC	3483	474057	136.11	5	468
TE_00001102_INT#LTR/Copia	4598	376688	81.92	13	252
TE_00001103_INT#LTR/Gypsy	5089	8916101	1752.03	0	14436
TE_00001104_INT#LTR/Copia	4520	157880	34.93	0	246
TE_00001105_INT#LTR/Copia	4456	44334	9.95	0	66
TE_00001107_INT#LTR/Copia	2322	42184	18.17	0	42
TE_00001108#DNA/DTC	427	1651	3.87	0	31
TE_00001109_LTR#LTR/Copia	420	3999	9.52	0	40
TE_00001110_LTR#LTR/Copia	218	2637	12.10	3	24
TE_00001112_INT#LTR/Gypsy	245	150035	612.39	0	1034
TE_00001113#MITE/DTM	141	11546	81.89	46	108
TE_00001114#DNA/DTC	137	96	0.70	0	3
TE_00001115#DNA/DTA	3392	136775	40.32	3	176
TE_00001116_INT#LTR/Copia	4771	349995	73.36	0	251
TE_00001117#DNA/DTC	444	1745	3.93	0	12
TE_00001118_INT#LTR/Gypsy	324	202191	624.05	0	1023
TE_00001119#MITE/DTH	326	3246	9.96	5	14
TE_00001120#DNA/Helitron	6611	16766530	2536.16	0	4525
TE_00001121#DNA/DTT	1034	13786	13.33	0	40
TE_00001122#DNA/DTT	1362	3169	2.33	0	16
TE_00001126_INT#LTR/Gypsy	9614	6144463	639.12	0	3283
TE_00001127_LTR#LTR/Gypsy	153	86419	564.83	0	1398
TE_00001129_INT#LTR/Copia	2167	73438	33.89	0	246
TE_00001131#MITE/DTA	200	2310	11.55	0	23
TE_00001132#MITE/DTT	82	248	3.02	1	5
TE_00001133#DNA/DTM	1369	54126	39.54	1	131
TE_00001135_INT#LTR/Copia	2299	2636737	1146.91	0	3903
TE_00001136#DNA/DTC	4032	929470	230.52	4	1064
TE_00001138_INT#LTR/Copia	82	3273	39.91	0	58
TE_00001140_INT#LTR/Copia	255	5090080	19961.10	115	24934
TE_00001141_INT#LTR/Copia	5015	313947	62.60	2	159
TE_00001142#DNA/DTC	4353	15188434	3489.19	52	9893
TE_00001143#MITE/DTT	92	24361	264.79	163	307
TE_00001144#MITE/DTT	167	3586	21.47	1	40
TE_00001145_INT#LTR/Gypsy	6871	7617670	1108.67	4	4437
TE_00001146#DNA/Helitron	8631	335068	38.82	0	206
TE_00001148#MITE/DTT	119	3739	31.42	1	46
TE_00001149_LTR#LTR/Copia	347	4931	14.21	4	33
TE_00001151#DNA/DTA	1271	17901	14.08	1	68
TE_00001152_INT#LTR/Gypsy	11419	2036337	178.33	1	1062
TE_00001153_LTR#LTR/Copia	1359	19657000	14464.31	2427	18275
TE_00001154#DNA/DTC	3221	95443	29.63	0	164
TE_00001155#MITE/DTH	160	2078	12.99	5	19
TE_00001156#DNA/DTC	1785	15608	8.74	0	49
TE_00001157#MITE/DTA	465	47783	102.76	4	142
TE_00001158#DNA/Helitron	7411	211330	28.52	0	1088
TE_00001159#DNA/DTC	429	733	1.71	0	3
TE_00001160_INT#LTR/Gypsy	11345	2296254	202.40	0	1359
TE_00001161#DNA/DTC	3597	53776	14.95	0	52
TE_00001162#MITE/DTH	183	9164	50.08	11	98
TE_00001163_INT#LTR/Gypsy	8507	1840231	216.32	0	1470
TE_00001164_INT#LTR/Gypsy	131	473	3.61	0	8
TE_00001165_LTR#LTR/Copia	1602	20056978	12519.96	2748	23172
TE_00001166_LTR#LTR/Copia	210	7577	36.08	3	84
TE_00001167#MITE/DTM	454	30810	67.86	0	186
TE_00001168#DNA/Helitron	2505	15054	6.01	1	20
TE_00001170#DNA/DTM	1392	13888	9.98	2	17
TE_00001172#DNA/Helitron	10323	1401425	135.76	0	728
TE_00001173#MITE/DTT	255	44	0.17	0	1
TE_00001174_INT#LTR/Gypsy	1213	659833	543.97	0	1526
TE_00001175#DNA/Helitron	5308	89971	16.95	0	47
TE_00001177_LTR#LTR/Gypsy	312	3354	10.75	1	17
TE_00001178_LTR#LTR/Copia	247	1816	7.35	2	12
TE_00001179#DNA/DTH	1154	13066	11.32	0	37
TE_00001180_LTR#LTR/Gypsy	3913	7445429	1902.74	17	15786
TE_00001181#DNA/DTC	92	421	4.58	3	5
TE_00001183#DNA/DTC	3770	61035	16.19	0	88
TE_00001184_INT#LTR/Gypsy	478	218903	457.96	4	1207
TE_00001185#DNA/DTM	1323	7679	5.80	0	38
TE_00001186_LTR#LTR/Copia	179	3059612	17092.80	244	24175
TE_00001188#DNA/DTC	1094	34364	31.41	0	162
TE_00001189_INT#LTR/Gypsy	7561	10443909	1381.29	5	4012
TE_00001190#DNA/Helitron	3345	19945	5.96	0	26
TE_00001191#MITE/DTT	118	128	1.08	0	6
TE_00001192#DNA/Helitron	955	7599	7.96	0	31
TE_00001193_INT#LTR/Gypsy	663	717165	1081.70	5	2103
TE_00001194#DNA/DTA	3441	136958	39.80	9	90
TE_00001196#DNA/DTT	753	1610097	2138.24	11	4204
TE_00001197_INT#LTR/Gypsy	2604	2567651	986.04	0	4465
TE_00001199_LTR#LTR/Gypsy	386	3204	8.30	2	14
TE_00001200_INT#LTR/Gypsy	8896	4914366	552.42	2	1709
TE_00001201#DNA/Helitron	361	6979	19.33	0	66
TE_00001203#DNA/DTT	4019	1609068	400.37	0	2565
TE_00001205#DNA/DTT	3787	50601	13.36	0	896
TE_00001207#DNA/DTA	2185	18717	8.57	1	43
TE_00001208_INT#LTR/Gypsy	280	33017	117.92	0	203
TE_00001209#DNA/DTM	1085	24458	22.54	1	90
TE_00001212_INT#LTR/Gypsy	12288	2035209	165.63	2	880
TE_00001213#MITE/DTA	172	1049	6.10	2	10
TE_00001214#MITE/DTM	98	4402	44.92	22	85
TE_00001216_INT#LTR/Gypsy	3417	6181100	1808.93	0	5462
TE_00001217_LTR#LTR/Copia	187	124558	666.09	98	904
TE_00001218_LTR#LTR/Gypsy	919	1463640	1592.64	57	4790
TE_00001219_INT#LTR/Copia	327	404546	1237.14	0	3791
TE_00001220#DNA/Helitron	367	4588	12.50	0	29
TE_00001222#DNA/Helitron	532	3560	6.69	0	64
TE_00001224#DNA/DTT	2344	41209	17.58	0	56
TE_00001225_INT#LTR/Copia	3009	10539178	3502.55	0	9001
TE_00001226#DNA/DTM	1654	31634	19.13	0	98
TE_00001228#DNA/DTT	314	38338	122.10	20	157
TE_00001229#MITE/DTH	105	164	1.56	1	2
TE_00001230_INT#LTR/Gypsy	901	13207	14.66	0	56
TE_00001231#DNA/Helitron	1496	21523	14.39	2	83
TE_00001232_INT#LTR/Copia	955	415519	435.10	0	1415
TE_00001233_INT#LTR/Copia	4740	119084	25.12	0	498
TE_00001234#MITE/DTA	188	3705	19.71	3	27
TE_00001235_LTR#LTR/Copia	247	6588	26.67	9	45
TE_00001236#DNA/DTT	666	1651	2.48	0	7
TE_00001237_INT#LTR/Copia	4573	520680	113.86	0	660
TE_00001238#MITE/DTM	324	35745	110.32	1	145
TE_00001241#MITE/DTA	406	3170	7.81	1	19
TE_00001242#MITE/DTT	234	4509	19.27	1	38
TE_00001243_INT#LTR/Copia	4849	48848	10.07	2	32
TE_00001244_INT#LTR/Copia	4821	172194	35.72	1	120
TE_00001246_INT#LTR/Gypsy	9683	3419133	353.11	0	4278
TE_00001248#DNA/DTA	1262	8331	6.60	0	24
TE_00001249_INT#LTR/Copia	677	825	1.22	0	3
