chrom	length	bases	mean	min	max
TE_00000091#Unknown	353	1313649	3721.39	0	5856
TE_00000092#Unknown	399	58690	147.09	1	252
TE_00000093#Unknown	112	48774	435.48	0	921
TE_00000094#Unknown	312	628378	2014.03	63	7301
TE_00000095#Unknown	1136	3767386	3316.36	20	6408
TE_00000096#Unknown	2146	10926943	5091.77	130	7761
TE_00000097#Unknown	195	916834	4701.71	1090	6731
TE_00000098#Unknown	1986	6482934	3264.32	7	4933
TE_00000099#Unknown	128	78053	609.79	0	1045
TE_00000100#Unknown	7573	81981913	10825.55	0	15413
TE_00000101#Unknown	538	2405921	4471.97	0	5110
TE_00000102#Unknown	654	2621815	4008.89	62	7042
TE_00000103#DNA/DTC	1641	2159515	1315.98	29	3281
TE_00000104#Unknown	122	315984	2590.03	963	3879
TE_00000105#Unknown	2626	13006308	4952.90	137	9188
TE_00000106#Unknown	1346	4657509	3460.26	0	5529
TE_00000107#Unknown	559	4229506	7566.20	4855	11410
TE_00000108#Unknown	417	2287658	5485.99	20	6741
TE_00000109#Unknown	1036	4973647	4800.82	859	6111
TE_00000110#Unknown	1228	6562763	5344.27	105	7357
TE_00000111#Unknown	82	337736	4118.73	1105	4656
TE_00000112#Unknown	231	140708	609.13	0	1637
TE_00000113#Unknown	144	304988	2117.97	3	4317
TE_00000114#Unknown	118	624425	5291.74	3727	5825
TE_00000115#Unknown	134	218722	1632.25	0	4361
TE_00000116#Unknown	214	813653	3802.12	1162	5059
TE_00000117#Unknown	92	394359	4286.51	2820	4704
TE_00000118#Unknown	1353	6942957	5131.53	1741	6946
TE_00000119#Unknown	130	295499	2273.07	1029	2833
TE_00000120#Unknown	493	2548574	5169.52	670	7903
TE_00000121#Unknown	991	3009767	3037.10	2	4474
TE_00000122#Unknown	757	3866644	5107.85	880	6362
TE_00000123#Unknown	814	758958	932.38	165	2241
TE_00000124#Unknown	623	3487919	5598.59	2364	7154
TE_00000125#Unknown	1383	5849568	4229.62	1301	5838
TE_00000126#Unknown	1259	5066096	4023.90	1497	5322
TE_00000127#Unknown	3279	12544119	3825.59	19	5625
TE_00000128#Unknown	757	1600243	2113.93	0	4276
TE_00000129#Unknown	161	371194	2305.55	0	2861
TE_00000130#LINE/unknown	772	268608	347.94	2	898
TE_00000131#Unknown	120	833044	6942.03	21	8294
TE_00000132#Unknown	317	1969793	6213.86	4	11275
TE_00000133#Unknown	199	392589	1972.81	8	4232
TE_00000134#Unknown	707	2511035	3551.68	1347	5090
TE_00000135#Unknown	289	974988	3373.66	1108	6263
TE_00000136#Unknown	1006	4810288	4781.60	159	9254
TE_00000137#Unknown	1249	3131656	2507.33	7	4500
TE_00000138#Unknown	316	719593	2277.19	248	3500
TE_00000139#Unknown	368	1590380	4321.68	2155	5933
TE_00000140#Unknown	460	1447782	3147.35	2	6192
TE_00000141#Unknown	956	5258436	5500.46	0	13695
TE_00000142#Unknown	522	2961677	5673.71	2875	6497
TE_00000143#Unknown	228	404883	1775.80	29	4208
TE_00000144#Unknown	2752	12818471	4657.87	6	6183
TE_00000145#Unknown	1916	7088422	3699.59	5	8503
TE_00000146#Unknown	101	273243	2705.38	1304	2990
TE_00000147#Unknown	302	808694	2677.79	0	4467
TE_00000148#Unknown	938	3482782	3712.99	715	4756
TE_00000149#Unknown	1267	22002662	17365.95	1431	26020
TE_00000150#Unknown	368	589843	1602.83	52	3593
TE_00000151#Unknown	267	940127	3521.07	471	5578
TE_00000152#Unknown	135	504348	3735.91	1022	4457
TE_00000153#Unknown	705	1132688	1606.65	66	3184
TE_00000154#Unknown	2832	11811081	4170.58	3	11978
TE_00000155#Unknown	103	1062232	10312.93	5905	12079
TE_00000156#Unknown	825	1754668	2126.87	0	6746
TE_00000157#Unknown	347	1933102	5570.90	2066	7286
TE_00000158#Unknown	762	1891966	2482.90	898	3068
TE_00000159#Unknown	349	503982	1444.07	20	3964
TE_00000160#Unknown	226	804937	3561.67	844	4358
TE_00000161#Unknown	592	4043559	6830.34	2794	8059
TE_00000162#Unknown	278	168957	607.76	15	2068
TE_00000163#Unknown	115	343122	2983.67	1534	3547
TE_00000164#Unknown	197	290939	1476.85	212	1984
TE_00000165#Unknown	1329	3849205	2896.32	11	6310
TE_00000166#Unknown	187	620614	3318.79	400	4508
TE_00000167#Unknown	200	3550384	17751.92	9939	23140
TE_00000168#Unknown	274	2085034	7609.61	55	9344
TE_00000169#Unknown	364	1299800	3570.88	1405	5271
TE_00000170#Unknown	425	1289194	3033.40	121	4350
TE_00000171#Unknown	347	1774258	5113.14	1459	7354
TE_00000172#Unknown	111	478294	4308.95	407	5767
TE_00000173#Unknown	544	3594058	6606.72	2520	9441
TE_00000174#Unknown	925	6625655	7162.87	3191	9855
TE_00000175#Unknown	135	558218	4134.95	1612	5553
TE_00000176#Unknown	335	712015	2125.42	35	3186
TE_00000177#Unknown	296	1410098	4763.84	0	9093
TE_00000178#Unknown	240	49899	207.91	0	508
TE_00000179#Unknown	98	52567	536.40	3	830
TE_00000180#Unknown	417	1329406	3188.02	0	4949
TE_00000181#Unknown	2238	1661447	742.38	317	1158
TE_00000182#Unknown	385	2045108	5311.97	0	9006
TE_00000183#Unknown	561	2680262	4777.65	185	8914
TE_00000184#Unknown	477	6955943	14582.69	29	35640
TE_00000185#Unknown	546	670540	1228.10	0	2839
TE_00000186#Unknown	678	1301617	1919.79	89	4544
TE_00000187#Unknown	586	68444	116.80	0	1011
TE_00000188#Unknown	230	548549	2385.00	1	5337
TE_00000189#Unknown	454	1783084	3927.50	222	4994
TE_00000190#Unknown	529	1333776	2521.32	0	4748
TE_00000191#Unknown	81	212021	2617.54	862	3164
TE_00000192#Unknown	1063	5324975	5009.38	0	6732
TE_00000193#DNA/DTC	1240	3964881	3197.48	5	5373
TE_00000194#Unknown	467	2752642	5894.31	794	8138
TE_00000195#Unknown	810	1818284	2244.80	0	4408
TE_00000196#Unknown	336	1773408	5278.00	3020	6244
TE_00000197#Unknown	2045	8665846	4237.58	348	8070
TE_00000198#Unknown	1384	8386236	6059.42	2516	7410
TE_00000199#Unknown	630	2269796	3602.85	29	6107
TE_00000200#Unknown	1362	10634163	7807.76	1	11715
TE_00000201#Unknown	1162	9015327	7758.46	2972	17666
TE_00000202#Unknown	449	1645216	3664.18	1397	4677
TE_00000203#Unknown	464	442487	953.64	6	1716
TE_00000204#Unknown	640	2090514	3266.43	0	4550
TE_00000205#Unknown	501	2658437	5306.26	322	6510
TE_00000206#Unknown	497	91598	184.30	6	351
TE_00000207#Unknown	748	3256785	4353.99	375	5532
TE_00000208#Unknown	1635	3234704	1978.41	772	2621
TE_00000209#Unknown	1241	4653921	3750.14	24	4466
TE_00000210#Unknown	369	2537357	6876.31	3051	8282
TE_00000211#Unknown	193	272822	1413.59	266	1838
TE_00000212#Unknown	2145	10332291	4816.92	792	5840
TE_00000213#Unknown	284	1163709	4097.57	275	7291
TE_00000214#Unknown	115	596024	5182.82	2171	7110
TE_00000215#Unknown	521	2435941	4675.51	101	5812
TE_00000216#Unknown	266	35984	135.28	2	371
TE_00000217#Unknown	762	2903049	3809.78	1248	5675
TE_00000218#Unknown	1199	7274017	6066.74	34	18729
TE_00000219#Unknown	217	1384934	6382.18	4412	8403
TE_00000220#DNA/DTC	2856	2065215	723.11	0	1678
TE_00000221#Unknown	168	873027	5196.59	975	7644
TE_00000222#LINE/unknown	1369	2017840	1473.95	0	3965
TE_00000223#Unknown	1084	6132611	5657.39	1629	8278
TE_00000224#DNA/DTC	5749	32807378	5706.62	13	8359
TE_00000225#Unknown	152	433125	2849.51	1367	4852
TE_00000226#Unknown	590	402973	683.01	6	1028
TE_00000228#Unknown	437	18554	42.46	0	107
TE_00000229#LINE/unknown	274	83307	304.04	0	694
TE_00000230#Unknown	385	1300331	3377.48	41	5450
TE_00000231#Unknown	1598	8674036	5428.06	1834	6211
TE_00000232#Unknown	655	4853039	7409.22	3926	8518
TE_00000233#Unknown	112	2088254	18645.12	6195	21663
TE_00000234#Unknown	4922	37779035	7675.55	691	18108
TE_00000235#Unknown	235	1159511	4934.09	1694	5759
TE_00000236#Unknown	295	1185740	4019.46	1402	5276
TE_00000237#DNA/DTC	1299	5236333	4031.05	0	6350
TE_00000238#Unknown	127	337341	2656.23	786	4047
TE_00000239#Unknown	171	769900	4502.34	228	7037
TE_00000240#LINE/unknown	928	298626	321.80	0	974
TE_00000241#Unknown	187	205151	1097.06	17	2702
TE_00000242#Unknown	1307	3812206	2916.76	6	4683
TE_00000243#Unknown	108	271351	2512.51	352	4041
TE_00000244#Unknown	226	1219949	5398.00	157	6300
TE_00000245#Unknown	155	701010	4522.65	1505	5519
TE_00000246#Unknown	443	2539699	5732.95	416	8587
TE_00000247#LINE/unknown	318	178	0.56	0	4
TE_00000248#LINE/unknown	700	89260	127.51	0	461
TE_00000249#Unknown	107	477585	4463.41	1504	5721
TE_00000250#Unknown	229	314807	1374.70	249	2037
TE_00000251#Unknown	775	3519158	4540.85	3019	4955
TE_00000252#Unknown	407	1540113	3784.06	624	5540
TE_00000253#Unknown	178	827	4.65	0	12
TE_00000254#Unknown	115	168370	1464.09	817	1812
TE_00000255#Unknown	170	198320	1166.59	19	1804
TE_00000256#Unknown	107	307168	2870.73	961	4086
TE_00000257#Unknown	306	61689	201.60	137	226
TE_00000258#Unknown	794	1800928	2268.17	206	5655
TE_00000259#Unknown	1029	5646892	5487.75	74	6643
TE_00000260#Unknown	261	180858	692.94	183	3887
TE_00000261#Unknown	164	901678	5498.04	3526	6153
TE_00000262#Unknown	261	1043417	3997.77	2157	4683
TE_00000263#Unknown	181	821009	4535.96	832	6854
TE_00000264#Unknown	147	602895	4101.33	2184	4831
TE_00000265#Unknown	162	383899	2369.75	1070	2798
TE_00000266#Unknown	226	1440836	6375.38	4452	6913
TE_00000267#Unknown	571	1512456	2648.78	28	4506
TE_00000268#Unknown	251	323226	1287.75	626	3392
TE_00000269#Unknown	211	641542	3040.48	545	4281
TE_00000270#Unknown	242	1340462	5539.10	1446	6438
TE_00000271#Unknown	176	995324	5655.25	3391	6345
TE_00000272#DNA/DTC	675	3046650	4513.56	9	6816
TE_00000273#Unknown	249	868388	3487.50	0	5308
TE_00000274#Unknown	89	227505	2556.24	1816	2809
TE_00000275#Unknown	190	158402	833.69	71	1127
TE_00000276#Unknown	992	1651683	1665.00	29	2271
TE_00000277#Unknown	1036	333117	321.54	0	856
TE_00000278#Unknown	246	238362	968.95	12	1890
TE_00000279#Unknown	178	504851	2836.24	1710	3523
TE_00000280#Unknown	96	143056	1490.17	0	1808
TE_00000281#Unknown	148	260381	1759.33	384	2838
TE_00000282#Unknown	112	466546	4165.59	2557	5080
TE_00000283#Unknown	1073	4849968	4520.01	430	14184
TE_00000284#LINE/unknown	552	3349	6.07	0	38
TE_00000285#Unknown	147	316428	2152.57	544	3417
TE_00000286#Unknown	1101	1427144	1296.23	4	1904
TE_00000287#Unknown	125	519636	4157.09	2830	4930
TE_00000288#Unknown	843	4344958	5154.16	32	6459
TE_00000289#Unknown	854	11888	13.92	0	35
TE_00000290#Unknown	123	4641	37.73	2	110
TE_00000291#Unknown	1064	2098372	1972.15	19	3680
TE_00000292#Unknown	112	476026	4250.23	2777	4848
TE_00000293#Unknown	427	1684942	3946.00	0	5777
TE_00000294#Unknown	92	78673	855.14	553	901
TE_00000295#Unknown	380	2140498	5632.89	1448	6946
TE_00000296#Unknown	165	595369	3608.30	2111	4188
TE_00000297#Unknown	386	184553	478.12	6	722
TE_00000298#Unknown	189	877076	4640.61	1980	5412
TE_00000299#LINE/unknown	371	2318275	6248.72	4497	7514
TE_00000300#Unknown	352	1380495	3921.86	1225	5002
TE_00000301#Unknown	149	6606	44.34	0	74
TE_00000302#Unknown	110	356652	3242.29	183	3747
TE_00000303#Unknown	358	3611	10.09	2	34
TE_00000304#Unknown	203	6511	32.07	0	57
TE_00000305#Unknown	232	645653	2782.99	876	3630
TE_00000306#Unknown	141	721076	5114.01	3084	5942
TE_00000307#Unknown	124	286423	2309.86	972	3252
TE_00000308#Unknown	350	721630	2061.80	12	3540
TE_00000309#Unknown	160	749625	4685.16	3471	6519
TE_00000310#Unknown	80	113206	1415.08	475	2170
TE_00000311#Unknown	483	7908	16.37	0	81
TE_00000312#Unknown	162	23217	143.31	0	730
TE_00000313#Unknown	103	543866	5280.25	1842	6511
TE_00000314#Unknown	352	46775	132.88	0	348
TE_00000315#Unknown	571	1299950	2276.62	13	4327
TE_00000316#Unknown	234	25524	109.08	23	192
TE_00000317#Unknown	172	21691	126.11	0	178
TE_00000318#Unknown	114	265545	2329.34	0	3177
TE_00000319#Unknown	108	89195	825.88	0	1478
TE_00000320#Unknown	2469	759045	307.43	2	593
TE_00000321#Unknown	131	365133	2787.27	1908	3381
TE_00000322#Unknown	112	486673	4345.29	3265	4674
TE_00000323#Unknown	254	680182	2677.88	1168	3426
TE_00000324#Unknown	270	1132146	4193.13	2848	4670
TE_00000325#Unknown	165	7863	47.65	0	78
TE_00000326#Unknown	95	136822	1440.23	833	1598
TE_00000327#Unknown	1037	82254	79.32	1	240
TE_00000328#Unknown	200	85302	426.51	44	2157
TE_00000329#Unknown	94	487584	5187.06	4131	5796
TE_00000330#Unknown	1006	621769	618.06	6	1162
TE_00000331#LINE/unknown	146	117	0.80	0	5
TE_00000332#LINE/unknown	331	119	0.36	0	5
TE_00000333#Unknown	721	651279	903.30	497	1045
TE_00000334#Unknown	863	67764	78.52	0	181
TE_00000335#Unknown	85	1115	13.12	0	24
TE_00000336#Unknown	82	2468	30.10	4	43
TE_00000337#Unknown	120	358076	2983.97	1419	3204
TE_00000338#Unknown	92	266934	2901.46	1972	3387
TE_00000339#Unknown	85	19502	229.44	36	377
TE_00000340#Unknown	1046	977884	934.88	221	1191
TE_00000341#Unknown	365	160733	440.36	72	579
TE_00000342#Unknown	295	512032	1735.70	476	2765
TE_00000343#Unknown	544	49099	90.26	0	236
TE_00000344#Unknown	415	2071351	4991.21	598	5711
TE_00000345#Unknown	114	170016	1491.37	1085	1717
TE_00000346#Unknown	216	773837	3582.58	1125	5145
TE_00000347#Unknown	234	858883	3670.44	1497	4960
TE_00000348#Unknown	1838	56741	30.87	9	65
TE_00000349#Unknown	539	75787	140.61	0	243
TE_00000350#Unknown	455	1438172	3160.82	468	4428
TE_00000351#Unknown	332	698358	2103.49	190	2957
TE_00000352#Unknown	186	188182	1011.73	381	1261
TE_00000353#Unknown	702	2353784	3352.97	1633	5290
TE_00000354#DNA/DTM	2341	1004575	429.12	24	616
TE_00000355#Unknown	329	186144	565.79	5	800
TE_00000356#Unknown	3419	5103297	1492.63	6	2414
TE_00000357#Unknown	651	1073455	1648.93	217	2410
TE_00000358#Unknown	150	26025	173.50	0	386
TE_00000359#Unknown	371	3158950	8514.69	1024	14874
TE_00000360#Unknown	254	21717	85.50	7	163
TE_00000361#LINE/unknown	554	78703	142.06	2	339
TE_00000362#Unknown	192	373315	1944.35	18	2475
TE_00000363#Unknown	460	156015	339.16	4	663
TE_00000364#Unknown	143	535812	3746.94	474	4261
TE_00000365#Unknown	105	255278	2431.22	1582	2691
TE_00000366#Unknown	120	382275	3185.62	2098	3625
TE_00000367#Unknown	263	914127	3475.77	1947	4377
TE_00000368#Unknown	354	388044	1096.17	159	2547
TE_00000369#Unknown	523	128628	245.94	28	389
TE_00000370#Unknown	296	123642	417.71	5	687
TE_00000371#Unknown	556	2453040	4411.94	240	6445
TE_00000372#Unknown	173	433632	2506.54	1434	2758
TE_00000373#Unknown	158	633914	4012.11	3044	4507
TE_00000374#Unknown	89	1695	19.04	0	31
TE_00000375#Unknown	91	192103	2111.02	1686	2399
TE_00000376#Unknown	104	234054	2250.52	389	2776
TE_00000377#Unknown	201	50856	253.01	35	323
TE_00000378#Unknown	191	113437	593.91	34	848
TE_00000379#Unknown	515	2495994	4846.59	1821	5633
TE_00000380#Unknown	212	231427	1091.64	19	2480
TE_00000381#Unknown	306	263612	861.48	358	1315
TE_00000382#Unknown	305	255969	839.24	5	1665
TE_00000383#Unknown	510	2037612	3995.32	2429	5141
TE_00000384#DNA/DTC	1579	1500027	949.99	6	1979
TE_00000385#Unknown	4141	892083	215.43	4	359
TE_00000386#Unknown	146	7101	48.64	0	58
TE_00000387#Unknown	206	29890	145.10	5	403
TE_00000388#Unknown	118	182625	1547.67	946	1944
TE_00000389#Unknown	326	99672	305.74	32	456
TE_00000390#Unknown	2354	3273159	1390.47	5	2006
TE_00000391#Unknown	90	2279	25.32	19	28
TE_00000392#Unknown	232	59776	257.66	0	501
TE_00000393#Unknown	187	526530	2815.67	1201	3805
TE_00000394#Unknown	107	239432	2237.68	566	3130
TE_00000395#Unknown	226	53266	235.69	16	365
TE_00000396#Unknown	3677	575654	156.56	1	336
TE_00000397#Unknown	804	199729	248.42	0	486
TE_00000398#Unknown	198	197147	995.69	203	1942
TE_00000399#Unknown	98	166176	1695.67	822	2072
TE_00000400#Unknown	160	10570	66.06	31	115
TE_00000401#Unknown	2363	584973	247.56	56	421
TE_00000402#Unknown	351	1057337	3012.36	71	5006
TE_00000403#Unknown	223	39350	176.46	58	350
TE_00000404#Unknown	141	43705	309.96	35	525
TE_00000405#Unknown	288	1328849	4614.06	2213	5657
TE_00000406#Unknown	461	163756	355.22	0	901
TE_00000407#Unknown	176	226537	1287.14	707	2124
TE_00000409#Unknown	484	2018587	4170.63	152	5945
TE_00000410#Unknown	316	1782438	5640.63	2933	6347
TE_00000411#Unknown	170	67012	394.19	12	707
TE_00000412#Unknown	151	704873	4668.03	2924	5798
TE_00000413#Unknown	350	3000	8.57	0	23
TE_00000414#Unknown	277	10561	38.13	3	88
TE_00000415#Unknown	194	331671	1709.64	97	2008
TE_00000416#Unknown	171	92294	539.73	86	783
TE_00000417#Unknown	99	114118	1152.71	644	1269
TE_00000418#Unknown	180	2689	14.94	0	28
TE_00000419#Unknown	285	31611	110.92	0	260
TE_00000420#Unknown	151	230130	1524.04	405	1992
TE_00000421#Unknown	173	2775	16.04	0	39
TE_00000422#Unknown	497	893857	1798.51	683	2370
TE_00000423#Unknown	413	161440	390.90	2	829
TE_00000424#Unknown	709	231149	326.02	0	821
TE_00000425#Unknown	888	418095	470.83	74	762
TE_00000426#Unknown	228	15559	68.24	7	118
TE_00000427#Unknown	173	540020	3121.50	655	4051
TE_00000428#Unknown	247	127999	518.21	248	580
TE_00000429#Unknown	107	172350	1610.75	836	1908
TE_00000430#Unknown	94	133916	1424.64	839	1684
TE_00000431#Unknown	81	27483	339.30	187	391
TE_00000432#Unknown	768	21676	28.22	0	71
TE_00000433#Unknown	132	60	0.45	0	1
TE_00000434#Unknown	103	230358	2236.49	1102	2579
TE_00000435#Unknown	425	187641	441.51	0	880
TE_00000436#Unknown	174	57344	329.56	134	505
TE_00000437#Unknown	525	5839	11.12	0	30
TE_00000438#Unknown	413	242389	586.90	2	964
TE_00000439#Unknown	173	26034	150.49	0	229
TE_00000440#Unknown	198	3260	16.46	0	23
TE_00000441#Unknown	751	267429	356.10	12	738
TE_00000442#Unknown	113	3276	28.99	0	36
TE_00000443#Unknown	91	21276	233.80	121	268
TE_00000444#Unknown	1074	18314	17.05	4	112
TE_00000445#Unknown	468	65576	140.12	60	299
TE_00000446#Unknown	117	19212	164.21	1	264
TE_00000447#Unknown	230	571375	2484.24	1590	2900
TE_00000448#Unknown	105	164007	1561.97	975	1765
TE_00000449#Unknown	86	34711	403.62	110	532
TE_00000450#Unknown	113	200029	1770.17	724	2312
TE_00000451#Unknown	141	17521	124.26	2	229
TE_00000452#Unknown	289	139857	483.93	146	794
TE_00000453#Unknown	2459	491161	199.74	17	423
TE_00000454#Unknown	204	11518	56.46	7	142
TE_00000455#Unknown	606	55963	92.35	4	140
TE_00000456#Unknown	106	259210	2445.38	950	2873
TE_00000457#Unknown	221	337075	1525.23	378	2032
TE_00000458#Unknown	266	3833	14.41	0	66
TE_00000459#Unknown	82	87748	1070.10	207	1566
TE_00000460#Unknown	241	12278	50.95	22	106
TE_00000461#Unknown	195	2943	15.09	0	31
TE_00000462#Unknown	375	132470	353.25	26	482
TE_00000463#Unknown	244	5881	24.10	0	60
TE_00000464#Unknown	1617	14397	8.90	2	20
TE_00000465#Unknown	767	405038	528.08	89	701
TE_00000466#Unknown	147	193821	1318.51	362	1848
TE_00000467#Unknown	289	18332	63.43	9	104
TE_00000468#Unknown	118	108344	918.17	472	1172
TE_00000469#Unknown	345	46244	134.04	1	229
TE_00000470#Unknown	97	77379	797.72	385	1003
TE_00000471#Unknown	255	113272	444.20	79	511
TE_00000472#Unknown	85	9486	111.60	52	162
TE_00000473#Unknown	185	336048	1816.48	835	1992
TE_00000474#Unknown	366	104201	284.70	3	417
TE_00000475#Unknown	217	10541	48.58	2	83
TE_00000476#Unknown	175	239538	1368.79	747	1549
TE_00000477#Unknown	126	42110	334.21	87	415
TE_00000478#Unknown	192	6580	34.27	20	46
TE_00000479#Unknown	581	245574	422.67	53	555
TE_00000480#Unknown	697	242830	348.39	33	777
TE_00000481#Unknown	140	33972	242.66	88	327
TE_00000482#Unknown	489	24102	49.29	1	112
TE_00000483#Unknown	91	66896	735.12	181	1129
TE_00000484#Unknown	99	104036	1050.87	420	1274
TE_00000485#Unknown	137	7141	52.12	24	75
TE_00000486#Unknown	101	2293	22.70	6	41
TE_00000487#Unknown	148	172	1.16	0	4
TE_00000488#LTR/unknown	148	15233	102.93	45	136
TE_00000489#Unknown	608	208902	343.59	3	787
TE_00000490#Unknown	246	7657	31.13	3	52
TE_00000491#Unknown	90	191999	2133.32	1234	2474
TE_00000492#Unknown	108	224032	2074.37	1368	2320
TE_00000493#Unknown	636	159694	251.09	82	483
TE_00000494#Unknown	143	9210	64.41	0	105
TE_00000495#Unknown	106	138467	1306.29	495	2005
TE_00000496#Unknown	689	556293	807.39	5	1566
TE_00000497#Unknown	566	185407	327.57	23	515
TE_00000498#Unknown	353	34323	97.23	69	114
TE_00000499#Unknown	85	43823	515.56	80	635
TE_00000500#Unknown	816	61298	75.12	37	132
TE_00000501#Unknown	240	150298	626.24	217	710
TE_00000502#Unknown	231	406480	1759.65	1207	2138
TE_00000503#Unknown	138	77	0.56	0	2
TE_00000504#Unknown	885	208978	236.13	0	611
TE_00000505#Unknown	561	55128	98.27	0	172
TE_00000506#Unknown	465	171391	368.58	0	532
TE_00000507#Unknown	102	32669	320.28	105	419
TE_00000508#Unknown	84	133638	1590.93	668	1873
TE_00000509#Unknown	152	683274	4495.22	1950	7819
TE_00000510#DNA/DTM	485	75784	156.26	0	383
TE_00000511#Unknown	881	218291	247.78	2	390
TE_00000512#Unknown	110	49440	449.45	179	492
TE_00000513#Unknown	698	59185	84.79	44	159
