chrom	length	bases	mean	min	max
TE_00000861#DNA/DTH	1030	13535	13.14	0	125
TE_00000862#DNA/DTT	1894	17387	9.18	0	196
TE_00000863#DNA/DTT	3362	36072	10.73	0	229
TE_00000864#DNA/DTH	3066	20168	6.58	0	19
TE_00000865#DNA/Helitron	1585	39269	24.78	0	381
TE_00000866#DNA/Helitron	3425	26597	7.77	0	40
TE_00000867#DNA/DTM	895	36678	40.98	0	124
TE_00000868#DNA/Helitron	2660	90510	34.03	2	251
TE_00000869#DNA/DTC	1876	11644	6.21	0	11
TE_00000870#DNA/DTT	1389	5762	4.15	0	32
TE_00000871#DNA/DTT	1353	9139	6.75	0	47
TE_00000872#DNA/DTT	3420	28832	8.43	0	136
TE_00000873#DNA/Helitron	2056	9073	4.41	0	10
TE_00000874#DNA/DTT	3002	12699	4.23	0	34
TE_00000875#DNA/Helitron	5222	296354	56.75	0	1745
TE_00000876#DNA/Helitron	11931	296253	24.83	0	162
TE_00000877#DNA/Helitron	11762	993570	84.47	0	273
TE_00000878#DNA/DTC	3425	928863	271.20	0	1724
TE_00000879#DNA/Helitron	2765	64034	23.16	0	294
TE_00000880#DNA/DTT	1015	34959	34.44	0	171
TE_00000881#DNA/DTT	2433	13050	5.36	0	43
TE_00000882#DNA/DTC	3146	574453	182.60	3	1230
TE_00000883#DNA/DTH	1038	16229	15.63	2	35
TE_00000884#DNA/DTC	3728	121172	32.50	4	201
TE_00000885#DNA/DTT	3598	3276550	910.66	0	7169
TE_00000886#DNA/Helitron	3707	54920	14.82	0	449
TE_00000887#DNA/DTC	3181	115976	36.46	0	493
TE_00000888#DNA/DTT	657	317079	482.62	1	2307
TE_00000889#DNA/DTC	1305	157919	121.01	1	377
TE_00000890#DNA/Helitron	1737	48335	27.83	1	345
TE_00000891#DNA/DTC	4137	531913	128.57	3	1457
TE_00000892#DNA/DTT	3427	14869	4.34	0	36
TE_00000893#DNA/DTT	1317	61170	46.45	1	259
TE_00000894#DNA/DTC	3142	101279	32.23	2	140
TE_00000895#DNA/DTT	2537	38519	15.18	0	479
TE_00000896#DNA/DTC	2622	1576515	601.26	3	2931
TE_00000897#DNA/DTT	1149	6077	5.29	0	27
TE_00000898#DNA/DTT	1172	10733	9.16	0	110
TE_00000899#DNA/DTC	1799	5510675	3063.19	110	5097
TE_00000900#DNA/DTC	3075	43213	14.05	0	74
TE_00000901#DNA/DTT	1272	23211	18.25	0	252
TE_00000902#DNA/Helitron	6393	20791777	3252.27	0	41734
TE_00000903#DNA/Helitron	732	5569	7.61	2	40
TE_00000904#DNA/Helitron	3158	1189681	376.72	0	5258
TE_00000905#DNA/Helitron	3048	804601	263.98	0	3762
TE_00000906#DNA/DTH	911	37597	41.27	1	301
TE_00000907#DNA/DTC	3484	137981	39.60	1	216
TE_00000908#DNA/DTT	1239	24257	19.58	1	238
TE_00000909#DNA/DTT	1595	28817	18.07	0	217
TE_00000910#DNA/Helitron	3822	32867	8.60	1	37
TE_00000911#DNA/DTM	2534	76657	30.25	0	272
TE_00000912_INT#LTR/Gypsy	5268	4528472	859.62	0	5184
TE_00000913#DNA/Helitron	10750	302298	28.12	0	543
TE_00000914#DNA/DTT	1203	5494	4.57	0	9
TE_00000915#DNA/DTT	2473	205910	83.26	0	1131
TE_00000916#DNA/DTC	3104	97435	31.39	1	169
TE_00000917#DNA/DTT	898	3946	4.39	0	9
TE_00000918#DNA/DTT	1823	13056	7.16	0	28
TE_00000919#DNA/Helitron	11575	199806	17.26	0	322
TE_00000920#DNA/Helitron	7307	102363	14.01	0	75
TE_00000921#DNA/DTT	3184	27289	8.57	0	65
TE_00000922#DNA/DTT	2938	9956	3.39	0	27
TE_00000923#DNA/Helitron	4617	1047222	226.82	0	1848
TE_00000924#DNA/DTC	3777	1087208	287.85	1	1436
TE_00000925#DNA/DTT	1438	10340	7.19	0	54
TE_00000926#DNA/DTH	2345	19393	8.27	0	32
TE_00000927#DNA/DTT	1882	8130	4.32	0	26
TE_00000928#DNA/Helitron	14972	212548	14.20	0	4936
TE_00000929#DNA/Helitron	12610	1040428	82.51	0	937
TE_00000930#DNA/DTT	3973	41702	10.50	0	303
TE_00000931#DNA/DTT	3839	168494	43.89	1	1086
TE_00000932#DNA/DTT	1716	36861	21.48	1	266
TE_00000933#DNA/Helitron	4023	66870	16.62	0	237
TE_00000934#DNA/DTT	1288	11424	8.87	0	79
TE_00000935#DNA/DTT	2227	2870207	1288.82	0	4883
TE_00000936#DNA/DTM	989	20592	20.82	1	60
TE_00000937#DNA/Helitron	1701	21773	12.80	0	191
TE_00000938#DNA/Helitron	7828	235714	30.11	0	933
TE_00000939#DNA/DTM	791	9840	12.44	0	199
TE_00000940#DNA/DTT	1465	11430	7.80	2	88
TE_00000941#DNA/DTT	1645	558900	339.76	0	7026
TE_00000942#DNA/DTT	875	11798	13.48	1	96
TE_00000943#DNA/DTT	1737	8855	5.10	0	23
TE_00000944#DNA/DTC	2381	31241	13.12	0	97
TE_00000945#DNA/DTC	2753	14833	5.39	0	23
TE_00000946#DNA/DTT	872	104877	120.27	0	755
TE_00000947#DNA/DTT	3436	41390	12.05	0	181
TE_00000948#DNA/DTT	3370	7012267	2080.79	2	5948
TE_00000949#DNA/DTT	1789	59036	33.00	0	359
TE_00000950#DNA/DTT	889	17363	19.53	1	312
TE_00000951#DNA/Helitron	2982	259385	86.98	0	1721
TE_00000952#DNA/DTT	1968	9635	4.90	0	14
TE_00000953#DNA/DTT	2943	440283	149.60	0	2072
TE_00000954#DNA/DTC	2757	101430	36.79	1	124
TE_00000955#DNA/DTH	1495	25566	17.10	0	54
TE_00000956#DNA/DTT	919	24413	26.56	2	123
TE_00000957#DNA/DTT	1223	5312	4.34	0	24
TE_00000958#DNA/DTT	2311	14475	6.26	0	147
TE_00000959#DNA/DTT	1417	132210	93.30	0	956
TE_00000960#DNA/DTT	2190	26813	12.24	0	218
TE_00000961#DNA/DTT	2797	120026	42.91	0	560
TE_00000962#DNA/DTT	3481	64408	18.50	0	220
TE_00000963#DNA/DTT	1900	13521	7.12	0	53
TE_00000964#DNA/DTT	2097	24282	11.58	0	184
TE_00000965#DNA/Helitron	10577	365444	34.55	0	2800
TE_00000966#DNA/DTT	3015	27851	9.24	0	229
TE_00000967#DNA/DTT	1886	20203	10.71	0	139
TE_00000968#DNA/DTT	767	36296	47.32	3	218
TE_00000969#DNA/DTC	2988	61920	20.72	1	107
TE_00000970#DNA/DTT	439	4314	9.83	0	67
TE_00000971#DNA/DTT	3658	22832	6.24	0	36
TE_00000972#DNA/DTT	4316	40563	9.40	0	158
TE_00000973#DNA/DTC	3346	289111	86.40	0	1148
TE_00000974#DNA/Helitron	5061	405494	80.12	2	226
TE_00000975#DNA/DTT	1245	37647	30.24	0	284
TE_00000976#DNA/DTM	761	6266	8.23	0	23
TE_00000977#DNA/DTT	3196	30881	9.66	1	196
TE_00000978#DNA/DTM	1024	9324	9.11	2	25
TE_00000979#DNA/DTH	4399	31860	7.24	0	216
TE_00000980#DNA/Helitron	5112	170807	33.41	0	360
TE_00000981#DNA/Helitron	9109	651430	71.51	0	878
TE_00000982#DNA/DTT	2671	15771	5.90	0	46
TE_00000983#DNA/DTT	3410	51752	15.18	0	449
TE_00000984#DNA/DTC	4367	297278	68.07	1	460
TE_00000985#DNA/DTT	1116	12894	11.55	0	128
TE_00000986#DNA/DTH	2629	186300	70.86	0	630
TE_00000987#DNA/DTM	1382	3178453	2299.89	0	3818
TE_00000988#DNA/DTM	3445	104602	30.36	0	665
TE_00000989#DNA/DTC	4240	235811	55.62	5	167
TE_00000990#DNA/DTT	3164	53081	16.78	1	159
TE_00000991#DNA/Helitron	7595	40845448	5377.94	0	31988
TE_00000992#DNA/DTH	3744	40801	10.90	2	46
TE_00000993#DNA/DTM	744	11296	15.18	0	179
TE_00000994#DNA/Helitron	7986	94973	11.89	0	422
TE_00000995#DNA/DTT	788	118036	149.79	0	1043
TE_00000996#DNA/DTM	1499	9190	6.13	0	24
TE_00000997#DNA/DTT	1213	5879	4.85	0	24
TE_00000998#DNA/DTT	1613	60192	37.32	0	675
TE_00000999#DNA/DTT	2226	273361	122.80	0	851
TE_00001000#DNA/DTT	2466	22069	8.95	0	111
TE_00001001#DNA/Helitron	775	5640	7.28	1	24
TE_00001002#DNA/DTT	1334	9170	6.87	0	79
TE_00001003#DNA/Helitron	6495	228055	35.11	0	215
TE_00001004#DNA/DTT	1784	6643	3.72	0	11
TE_00001005#DNA/DTT	1385	17413	12.57	0	166
TE_00001006#DNA/DTC	3646	1298735	356.21	0	1306
TE_00001007#DNA/DTT	3550	108292	30.50	0	686
TE_00001008#DNA/DTT	467	15346	32.86	0	172
TE_00001009#DNA/Helitron	17371	2157969	124.23	0	1512
TE_00001010#DNA/DTM	295	3633	12.32	3	17
TE_00001011#DNA/DTT	3616	39527	10.93	0	206
TE_00001012#DNA/Helitron	1536	33033	21.51	1	110
TE_00001013#DNA/DTC	2487	19447	7.82	0	23
TE_00001014#DNA/Helitron	6809	252794	37.13	0	869
TE_00001015#DNA/Helitron	7716	155883	20.20	0	352
TE_00001016#DNA/DTT	2867	29763	10.38	0	313
TE_00001017#DNA/DTT	3041	47474	15.61	0	186
TE_00001018#DNA/DTT	1608	10295	6.40	0	27
TE_00001019#DNA/Helitron	15208	34260756	2252.81	0	11762
TE_00001020#DNA/DTT	983	4984	5.07	0	18
TE_00001021#DNA/DTT	809	13327	16.47	0	145
TE_00001022#DNA/Helitron	10517	209727	19.94	0	528
TE_00001023#DNA/DTT	3010	13446	4.47	0	30
TE_00001024#DNA/DTT	2009	13044	6.49	0	36
TE_00001025#DNA/DTH	980	129565	132.21	2	443
TE_00001026#DNA/DTT	3075	82444	26.81	0	223
TE_00001027#DNA/DTT	2584	694178	268.64	0	6436
TE_00001028#DNA/DTT	637	74359	116.73	0	271
TE_00001029#DNA/DTT	1876	12079	6.44	0	128
TE_00001030#DNA/DTT	1956	74021	37.84	0	516
TE_00001031#DNA/DTT	2008	11137	5.55	0	46
TE_00001032#DNA/Helitron	11548	39986065	3462.60	0	27186
TE_00001033#DNA/DTT	3437	997013	290.08	0	6800
TE_00001034#MITE/DTT	210	6729	32.04	0	106
TE_00001035#DNA/DTT	3894	130767	33.58	0	467
TE_00001036#DNA/DTT	1111	17416	15.68	1	172
TE_00001037#DNA/DTT	2204	159216	72.24	0	572
TE_00001038#DNA/DTT	445	1161	2.61	1	13
TE_00001039#DNA/DTT	3141	28494	9.07	0	464
TE_00001040#DNA/DTT	1873	87075	46.49	7	180
TE_00001041#DNA/DTT	2228	700990	314.63	0	1603
TE_00001042#DNA/DTT	927	191367	206.44	1	3860
TE_00001043#DNA/Helitron	11913	400352	33.61	0	518
TE_00001044#DNA/DTM	2570	26028	10.13	0	22
TE_00001045#DNA/Helitron	7909	68716	8.69	0	76
TE_00001046#DNA/DTC	2811	58184	20.70	1	341
TE_00001047#DNA/DTT	1806	17432	9.65	0	164
TE_00001048#DNA/DTM	953	19339	20.29	0	200
TE_00001049#DNA/Helitron	9001	1434036	159.32	3	435
TE_00001050#DNA/DTT	2558	275000	107.51	0	1417
TE_00001051#DNA/DTC	3172	428579	135.11	4	2698
TE_00001052#DNA/DTT	1529	22316	14.60	0	317
TE_00001053#DNA/Helitron	10691	473435	44.28	0	461
TE_00001054#DNA/Helitron	13475	685126	50.84	0	437
TE_00001055#DNA/DTT	2211	118561	53.62	0	367
TE_00001056#DNA/DTC	2815	255436	90.74	8	1220
TE_00001057#DNA/Helitron	8094	215349	26.61	0	546
TE_00001058#DNA/Helitron	2623	53462	20.38	0	68
TE_00001059#DNA/Helitron	3103	38154	12.30	2	75
TE_00001060#DNA/DTT	3484	22966	6.59	0	21
TE_00001061#DNA/DTC	1608	77610	48.26	5	84
TE_00001062#DNA/DTM	1122	39907	35.57	3	208
TE_00001063#DNA/DTT	1604	13358	8.33	1	136
TE_00001064#DNA/DTT	2602	28090	10.80	0	208
TE_00001065#DNA/Helitron	11590	375947	32.44	0	759
TE_00001066#DNA/DTT	2287	10557	4.62	0	18
TE_00001067#DNA/Helitron	4292	182477	42.52	0	106
TE_00001068#DNA/Helitron	6129	53148	8.67	0	137
TE_00001069#DNA/Helitron	9826	50989749	5189.27	0	38343
TE_00001070#DNA/DTT	1326	144205	108.75	0	604
TE_00001071#DNA/Helitron	6733	150642	22.37	0	286
TE_00001072#DNA/DTC	3877	95559	24.65	0	103
TE_00001073#DNA/DTT	2926	27630	9.44	0	106
TE_00001074#DNA/DTT	3003	27465	9.15	0	266
TE_00001075#DNA/DTT	994	5787	5.82	0	13
TE_00001076#DNA/Helitron	6039	46959	7.78	0	105
TE_00001077#DNA/Helitron	1127	953403	845.97	1	4708
TE_00001078#DNA/DTT	3653	17625	4.82	0	32
TE_00001079#DNA/DTM	1046	3086	2.95	0	21
TE_00001080#DNA/Helitron	8720	422752	48.48	0	939
TE_00001081#DNA/Helitron	10083	295644	29.32	0	576
TE_00001082#DNA/Helitron	10551	313038	29.67	0	819
TE_00001083#DNA/DTM	2486	38723	15.58	1	152
TE_00001084#DNA/DTT	1122	13347	11.90	0	143
TE_00001085#DNA/Helitron	4838	39237	8.11	0	128
TE_00001086#DNA/DTC	3805	18679	4.91	0	20
TE_00001087#DNA/DTT	1907	81822	42.91	1	844
TE_00001088#DNA/Helitron	6720	274872	40.90	0	475
TE_00001089#DNA/DTT	3631	105123	28.95	0	807
TE_00001090#DNA/DTT	2913	22292	7.65	0	145
TE_00001091#DNA/DTT	2618	64361	24.58	4	54
TE_00001092#DNA/Helitron	9523	206839	21.72	0	727
TE_00001093#DNA/Helitron	5412	2376845	439.18	0	7862
TE_00001094#DNA/Helitron	9597	109484	11.41	0	302
TE_00001095#DNA/Helitron	12745	107782	8.46	0	83
TE_00001096#DNA/DTM	2424	325201	134.16	0	342
TE_00001097#DNA/DTT	2544	303881	119.45	0	2533
TE_00001098#DNA/DTT	2369	34439	14.54	0	388
TE_00001099#DNA/DTM	1288	28174	21.87	4	65
TE_00001100#DNA/DTH	908	116973	128.82	3	300
TE_00001101#DNA/DTM	464	38999	84.05	4	142
TE_00001102#DNA/Helitron	2763	38249	13.84	0	402
TE_00001103#DNA/DTT	2766	33713	12.19	0	141
TE_00001104#DNA/DTC	4119	63829	15.50	0	84
TE_00001105#DNA/Helitron	13371	923709	69.08	0	739
TE_00001106#DNA/DTT	700	4081	5.83	0	72
TE_00001107#DNA/DTT	4145	81260	19.60	0	272
TE_00001108#DNA/Helitron	9707	494967	50.99	0	1895
TE_00001109#DNA/DTC	4009	225780	56.32	9	204
TE_00001110#DNA/DTC	1975	83887	42.47	0	156
TE_00001111#DNA/DTM	3069	43226	14.08	0	104
TE_00001112#DNA/DTT	870	7989	9.18	0	101
TE_00001113#DNA/Helitron	1958	29330	14.98	0	122
TE_00001114#DNA/DTM	1137	75135	66.08	4	250
TE_00001115#DNA/DTT	2130	75688	35.53	0	473
TE_00001116#DNA/DTT	1798	14736	8.20	1	41
TE_00001117#DNA/Helitron	12627	430161	34.07	0	627
TE_00001118#DNA/DTT	2607	74839	28.71	0	285
TE_00001119#DNA/Helitron	10594	240707	22.72	0	437
TE_00001120#DNA/DTC	3747	309806	82.68	0	428
TE_00001121#DNA/DTT	1889	32858	17.39	0	604
TE_00001122#DNA/Helitron	8100	458328	56.58	0	799
TE_00001123#DNA/DTH	991	26026	26.26	1	60
TE_00001124#DNA/DTH	2972	160490	54.00	6	230
TE_00001125#DNA/DTT	1067	17403	16.31	1	60
TE_00001126#DNA/DTT	3705	57903	15.63	0	181
TE_00001127#DNA/DTT	889	17988	20.23	0	702
TE_00001128#DNA/DTC	2804	113316	40.41	1	184
TE_00001129#DNA/DTT	1795	19466	10.84	1	174
TE_00001130#DNA/DTT	1264	10062	7.96	0	63
TE_00001131#DNA/DTT	3476	132221	38.04	0	577
TE_00001132#DNA/DTM	3291	29964	9.10	0	202
TE_00001133#DNA/Helitron	10059	552014	54.88	0	3551
TE_00001134#DNA/Helitron	6208	232285	37.42	0	345
TE_00001135#DNA/Helitron	4627	63419	13.71	0	182
TE_00001136#DNA/Helitron	13773	167812	12.18	0	231
TE_00001137#DNA/DTT	1498	22597	15.08	0	129
TE_00001138#DNA/DTC	3218	48498	15.07	2	55
TE_00001139#DNA/DTT	1133	11784	10.40	0	148
TE_00001140#DNA/DTT	1960	355461	181.36	0	1010
TE_00001141#DNA/Helitron	6929	81769	11.80	0	221
TE_00001142#DNA/DTT	342	4147	12.13	0	65
TE_00001143#DNA/Helitron	4652	96609	20.77	0	1730
TE_00001144#DNA/DTT	1722	72183	41.92	1	240
TE_00001145#DNA/DTT	3804	438415	115.25	0	995
TE_00001146#DNA/DTT	2375	21893	9.22	0	75
TE_00001147#DNA/DTM	1733	27067	15.62	1	45
TE_00001148#DNA/Helitron	5986	61440	10.26	0	299
TE_00001149#DNA/DTT	2261	30575	13.52	0	209
TE_00001150#DNA/Helitron	5274	171105	32.44	0	588
TE_00001151#DNA/DTT	682	40379	59.21	0	1825
TE_00001152#DNA/DTM	1177	10367	8.81	0	238
TE_00001153#DNA/Helitron	4791	339546	70.87	2	576
TE_00001154_INT#LTR/Gypsy	243	1702645	7006.77	0	10128
TE_00001155_LTR#LTR/Gypsy	481	4927505	10244.29	1719	17455
TE_00001156#DNA/DTM	717	31397	43.79	1	268
TE_00001157#DNA/Helitron	5754	505820	87.91	0	1242
TE_00001158_INT#LTR/Gypsy	204	34204	167.67	3	358
TE_00001159#MITE/DTA	200	598	2.99	1	5
TE_00001160_LTR#LTR/Gypsy	99	19441	196.37	24	311
TE_00001161_INT#LTR/Gypsy	530	83288	157.15	7	758
TE_00001162_INT#LTR/Gypsy	4072	5945858	1460.18	0	13316
TE_00001163#DNA/Helitron	6749	33388221	4947.14	0	41474
TE_00001166_INT#LTR/Gypsy	1114	1655660	1486.23	17	5055
TE_00001167#DNA/DTH	2160	73979	34.25	0	312
TE_00001168_INT#LTR/Gypsy	5427	321244	59.19	1	201
TE_00001169#DNA/DTT	1248	3533	2.83	0	22
TE_00001170_LTR#LTR/Copia	2846	20144426	7078.15	79	10652
TE_00001171#DNA/DTC	1120	61969	55.33	0	159
TE_00001172#DNA/Helitron	1609	6070	3.77	0	33
TE_00001174#DNA/DTH	1465	1531047	1045.08	31	2028
TE_00001175_INT#LTR/Gypsy	258	142367	551.81	0	1411
TE_00001176#MITE/DTA	162	2688	16.59	3	41
TE_00001177_LTR#LTR/Copia	538	34746	64.58	14	484
TE_00001178_INT#LTR/Copia	1938	1559914	804.91	1	4213
TE_00001179_INT#LTR/Gypsy	2114	3965608	1875.88	2	4391
TE_00001180_INT#LTR/Copia	4502	85539	19.00	1	48
TE_00001181#DNA/Helitron	2679	10748	4.01	0	65
TE_00001182_INT#LTR/Gypsy	1393	444490	319.09	11	716
TE_00001184#DNA/DTM	1669	40967	24.55	0	678
TE_00001185_INT#LTR/Gypsy	304	2705935	8901.10	114	13979
TE_00001186_INT#LTR/Gypsy	4545	30101703	6623.04	1	17888
TE_00001187#DNA/DTC	1121	199483	177.95	0	838
TE_00001190_LTR#LTR/Copia	205	13788	67.26	31	93
TE_00001191#DNA/DTM	2771	44694	16.13	0	262
TE_00001194#DNA/Helitron	376	7300	19.41	0	153
TE_00001196_LTR#LTR/Copia	233	7554	32.42	8	53
TE_00001198#DNA/Helitron	9728	663889	68.25	0	980
TE_00001199#MITE/DTH	485	10173	20.98	9	30
TE_00001200#DNA/DTH	1112	10286	9.25	0	42
TE_00001201#MITE/DTT	246	54676	222.26	0	658
TE_00001202_INT#LTR/Gypsy	3632	2254940	620.85	35	6006
TE_00001203_INT#LTR/Gypsy	5085	8999729	1769.86	2	5573
TE_00001204_INT#LTR/Gypsy	1207	1074174	889.95	5	2771
TE_00001205_INT#LTR/Gypsy	1785	7047507	3948.18	0	12999
TE_00001206_INT#LTR/Gypsy	6153	9331031	1516.50	9	6069
TE_00001207#DNA/DTT	3586	95616	26.66	3	60
TE_00001208_INT#LTR/Gypsy	2019	15893927	7872.18	84	18206
TE_00001209#DNA/DTM	338	15459	45.74	0	286
TE_00001210#MITE/DTT	129	9733	75.45	5	127
TE_00001211#DNA/Helitron	1650	29700	18.00	3	61
TE_00001212#MITE/DTA	546	114674	210.03	79	305
TE_00001213#DNA/DTH	1704	605366	355.26	34	823
TE_00001214_INT#LTR/Copia	1824	2863810	1570.07	299	4513
TE_00001215_INT#LTR/Gypsy	2387	2167697	908.13	0	3523
TE_00001216_INT#LTR/Copia	4481	94518	21.09	3	72
TE_00001218_INT#LTR/Gypsy	169	357677	2116.43	0	3751
TE_00001219#DNA/Helitron	6067	37972651	6258.88	0	25572
TE_00001220_INT#LTR/Copia	294	3621	12.32	3	31
TE_00001221#MITE/DTM	167	1312	7.86	3	20
TE_00001222#MITE/DTT	373	4553	12.21	2	54
TE_00001223#DNA/DTH	2091	1693456	809.88	56	1513
TE_00001224#DNA/DTH	819	33930	41.43	3	105
TE_00001225#DNA/Helitron	1444	16184	11.21	0	57
TE_00001226_INT#LTR/Copia	4886	720847	147.53	1	476
TE_00001227#MITE/DTT	453	467368	1031.72	1	4423
TE_00001228#DNA/DTC	172	1565	9.10	0	25
TE_00001229_INT#LTR/Gypsy	838	6419528	7660.53	0	27590
TE_00001230_INT#LTR/Gypsy	2628	1053952	401.05	0	5416
TE_00001232#DNA/Helitron	3192	104278	32.67	0	331
TE_00001233_INT#LTR/Copia	2532	1206884	476.65	3	1563
TE_00001234_INT#LTR/Gypsy	292	87095	298.27	0	811
TE_00001236#MITE/DTA	594	7640	12.86	4	29
TE_00001237#DNA/DTT	3133	169933	54.24	0	257
TE_00001238#DNA/DTA	767	6062	7.90	1	26
TE_00001239_INT#LTR/Gypsy	4052	38081	9.40	1	50
TE_00001240_INT#LTR/Gypsy	1020	5577086	5467.73	0	15907
TE_00001241#MITE/DTH	462	9600	20.78	8	33
TE_00001242_INT#LTR/Gypsy	391	282059	721.38	7	1332
TE_00001243#DNA/DTM	788	443669	563.03	11	1085
TE_00001245_INT#LTR/Copia	99	225	2.27	0	9
TE_00001247_LTR#LTR/Copia	211	31917	151.27	28	1017
TE_00001248#DNA/DTH	683	10023	14.67	0	56
TE_00001249_INT#LTR/Copia	3626	2920982	805.57	0	2407
TE_00001250_INT#LTR/Gypsy	2776	1484637	534.81	0	3220
TE_00001251#DNA/DTM	2345	7460	3.18	0	12
