chrom	length	bases	mean	min	max
TE_00001324#DNA/DTT	2205	19873	9.01	0	138
TE_00001325#DNA/DTT	1367	4813	3.52	0	32
TE_00001326#DNA/DTM	1645	8423	5.12	0	11
TE_00001327#DNA/DTT	755	16621	22.01	1	116
TE_00001328#DNA/DTT	2441	11495	4.71	0	26
TE_00001329#DNA/DTT	2088	16811	8.05	0	100
TE_00001330#DNA/DTT	2438	74326	30.49	7	117
TE_00001331#DNA/DTT	2551	62155	24.36	4	51
TE_00001332#DNA/DTT	2785	59159	21.24	1	402
TE_00001333#DNA/Helitron	11327	74562	6.58	0	112
TE_00001334#DNA/DTT	2840	26823	9.44	0	190
TE_00001335#DNA/DTT	942	58129	61.71	1	366
TE_00001336#DNA/DTT	2212	14070	6.36	1	15
TE_00001337#DNA/DTT	1367	742286	543.00	0	3361
TE_00001338#DNA/DTT	2242	18408	8.21	0	202
TE_00001339#DNA/DTT	2377	231709	97.48	0	980
TE_00001340#DNA/DTM	1329	75469	56.79	0	371
TE_00001341#DNA/DTT	4318	396939	91.93	0	1289
TE_00001343#DNA/DTT	3786	53446	14.12	0	358
TE_00001344#DNA/Helitron	5304	53791	10.14	0	71
TE_00001345#DNA/DTT	650	5204	8.01	0	167
TE_00001346#DNA/DTT	2588	25388	9.81	0	132
TE_00001347#DNA/Helitron	10215	165829	16.23	0	258
TE_00001348#DNA/DTT	3217	116762	36.30	0	661
TE_00001349#DNA/DTC	2156	5873	2.72	0	13
TE_00001350#DNA/DTT	1609	33128	20.59	0	264
TE_00001351#DNA/DTC	1053	3196	3.04	0	9
TE_00001352#DNA/DTT	1647	10605	6.44	1	28
TE_00001353#DNA/DTT	845	10447	12.36	1	51
TE_00001354#DNA/Helitron	3056	127861	41.84	1	266
TE_00001355#DNA/Helitron	1989	12914	6.49	0	31
TE_00001356#DNA/DTT	2043	24941	12.21	0	95
TE_00001357#DNA/DTT	2212	19661	8.89	0	109
TE_00001358#DNA/DTT	2661	52819	19.85	0	309
TE_00001359#DNA/DTT	1632	51107	31.32	0	163
TE_00001360#DNA/DTT	4458	81182	18.21	2	117
TE_00001361#DNA/DTC	3368	49515	14.70	1	112
TE_00001362#DNA/DTT	967	8322	8.61	0	83
TE_00001363#DNA/Helitron	3417	47633	13.94	0	212
TE_00001364#DNA/DTT	2152	32201	14.96	0	496
TE_00001365#DNA/DTT	1221	11916	9.76	0	140
TE_00001366#DNA/DTT	224	663	2.96	0	8
TE_00001367#DNA/DTT	2549	25360	9.95	0	144
TE_00001368#DNA/DTT	1200	31917	26.60	1	230
TE_00001369#DNA/DTT	2071	139619	67.42	0	861
TE_00001370#DNA/DTM	983	20716	21.07	4	118
TE_00001371#DNA/DTT	899	62603	69.64	1	686
TE_00001372#DNA/DTC	1652	9266	5.61	0	60
TE_00001373#DNA/DTT	916	50992	55.67	0	262
TE_00001374#DNA/Helitron	1705	24872	14.59	0	101
TE_00001375#DNA/DTT	838	4930	5.88	0	28
TE_00001376#DNA/DTT	2517	28007	11.13	0	570
TE_00001377#DNA/DTT	3591	333839	92.97	0	709
TE_00001378#DNA/DTT	1576	15384	9.76	0	68
TE_00001379#DNA/DTT	2168	20739	9.57	0	98
TE_00001380#DNA/DTT	794	6142	7.74	0	66
TE_00001381#DNA/DTT	2474	13976	5.65	0	25
TE_00001382#DNA/DTC	2019	20022	9.92	0	90
TE_00001383#DNA/DTT	3402	96004	28.22	0	282
TE_00001384#DNA/DTT	3606	28941	8.03	1	86
TE_00001385#DNA/DTM	957	21509	22.48	11	42
TE_00001386#DNA/DTM	828	18179	21.96	0	127
TE_00001387#DNA/DTT	1417	18117	12.79	0	203
TE_00001388#DNA/DTT	2687	174847	65.07	0	2164
TE_00001389#MITE/DTT	227	3355	14.78	1	46
TE_00001390#DNA/Helitron	7278	157823	21.68	0	393
TE_00001391#DNA/DTC	3583	74257	20.72	0	97
TE_00001392#DNA/Helitron	1865	56513	30.30	0	335
TE_00001393#DNA/DTT	3114	92883	29.83	0	391
TE_00001394#DNA/Helitron	4120	395957	96.11	0	1949
TE_00001395#DNA/Helitron	1147	35981	31.37	0	67
TE_00001396#DNA/Helitron	8172	540966	66.20	0	359
TE_00001397#DNA/DTC	1487	742281	499.18	1	3914
TE_00001398#DNA/DTT	2390	28327	11.85	0	196
TE_00001399#DNA/DTC	3437	124363	36.18	0	256
TE_00001400#DNA/DTM	4194	248349	59.22	1	160
TE_00001401#DNA/Helitron	10653	174245	16.36	0	219
TE_00001402#DNA/DTT	1885	7474	3.96	0	11
TE_00001403#DNA/DTT	3269	68142	20.84	0	337
TE_00001404#DNA/DTM	1057	50124	47.42	5	158
TE_00001405#DNA/DTM	2231	10375	4.65	0	15
TE_00001406#DNA/DTT	184	650	3.53	0	6
TE_00001407#DNA/DTT	2708	27135	10.02	0	150
TE_00001408#DNA/DTT	2449	10654	4.35	0	26
TE_00001409#DNA/DTT	770	10086	13.10	0	76
TE_00001410#DNA/DTT	1782	35664	20.01	1	146
TE_00001411#DNA/DTT	1172	4326	3.69	0	19
TE_00001412#DNA/DTT	1388	415332	299.23	0	2620
TE_00001413#DNA/DTC	674	162187	240.63	1	350
TE_00001414#DNA/DTM	3426	55813	16.29	0	81
TE_00001415#DNA/Helitron	7617	133855	17.57	0	526
TE_00001416#DNA/DTM	2511	45558	18.14	0	168
TE_00001417#DNA/Helitron	2101	46897	22.32	3	58
TE_00001418#DNA/DTT	2212	31344	14.17	0	335
TE_00001419#DNA/DTM	689	105036	152.45	0	385
TE_00001420#DNA/DTT	4522	62386	13.80	0	474
TE_00001421#DNA/Helitron	11237	16624213	1479.42	0	42491
TE_00001422#DNA/Helitron	5475	50797	9.28	0	128
TE_00001423#DNA/DTT	2053	40177	19.57	0	269
TE_00001424#DNA/DTT	1038	17100	16.47	1	131
TE_00001425#DNA/DTM	2889	80532	27.88	0	264
TE_00001426#DNA/Helitron	3603	290633	80.66	0	275
TE_00001427#DNA/DTT	4170	98095	23.52	5	206
TE_00001428#DNA/DTT	500	20637	41.27	4	163
TE_00001429#DNA/DTC	2715	12691	4.67	0	27
TE_00001430#DNA/DTT	3179	558106	175.56	0	1166
TE_00001431#DNA/DTH	4492	2078526	462.72	0	2494
TE_00001432#DNA/DTC	3208	67658	21.09	1	78
TE_00001433#DNA/Helitron	5640	31663	5.61	0	90
TE_00001434#DNA/Helitron	12329	677898	54.98	0	714
TE_00001435#DNA/DTT	3939	460370	116.87	1	1998
TE_00001436#DNA/Helitron	2736	20779789	7594.95	1	39414
TE_00001437#DNA/DTT	2520	28962	11.49	0	244
TE_00001438#DNA/DTM	1537	12851	8.36	0	48
TE_00001439#DNA/DTT	768	17555	22.86	1	197
TE_00001440#DNA/Helitron	10779	7887732	731.77	0	11785
TE_00001441#DNA/Helitron	10684	805144	75.36	0	3940
TE_00001442#DNA/DTH	2319	138116	59.56	1	640
TE_00001443#DNA/DTT	1833	27525	15.02	0	254
TE_00001444#DNA/DTT	2334	108734	46.59	0	389
TE_00001445#DNA/DTT	870	2012	2.31	0	7
TE_00001446#DNA/DTT	435	17898	41.14	1	176
TE_00001447#DNA/Helitron	8313	1924894	231.55	0	4137
TE_00001448#DNA/Helitron	9280	302323	32.58	1	104
TE_00001449#DNA/DTC	1230	40093	32.60	0	122
TE_00001450#DNA/DTM	1362	35684	26.20	8	99
TE_00001451#DNA/DTT	4287	24335	5.68	0	53
TE_00001452#DNA/DTT	1322	15625	11.82	1	96
TE_00001453#DNA/DTC	3986	2469451	619.53	0	2470
TE_00001454#DNA/DTT	2643	47160	17.84	0	207
TE_00001455#DNA/DTT	1477	8246	5.58	0	63
TE_00001456#DNA/Helitron	12138	43586714	3590.93	1	18299
TE_00001457#DNA/DTT	3611	258986	71.72	0	1207
TE_00001458#DNA/Helitron	2147	263057	122.52	5	676
TE_00001459#DNA/Helitron	14264	643714	45.13	0	1866
TE_00001460#DNA/DTT	1277	15469	12.11	0	178
TE_00001461#DNA/DTT	191	589	3.08	0	5
TE_00001462#DNA/Helitron	6208	245708	39.58	0	657
TE_00001463#DNA/DTT	4239	256040	60.40	0	1781
TE_00001464#DNA/DTM	1329	25475	19.17	1	40
TE_00001465#DNA/DTM	1517	47040	31.01	1	154
TE_00001466#DNA/Helitron	4148	122893	29.63	0	589
TE_00001467#DNA/DTM	840	36398	43.33	2	107
TE_00001468#DNA/Helitron	6147	178602	29.06	0	336
TE_00001469#DNA/DTT	2204	1310953	594.81	0	8767
TE_00001470#DNA/DTT	2422	311103	128.45	0	4052
TE_00001471#DNA/DTC	668	2329	3.49	1	6
TE_00001472#DNA/DTC	3845	71011	18.47	0	71
TE_00001473#DNA/DTM	1123	12359	11.01	2	19
TE_00001474#DNA/DTH	730	13623	18.66	4	39
TE_00001475#DNA/Helitron	8730	84935	9.73	0	491
TE_00001476#DNA/DTC	2610	168811	64.68	0	1168
TE_00001477#MITE/DTT	480	4711	9.81	0	36
TE_00001478#DNA/DTC	3700	86605	23.41	1	71
TE_00001479#DNA/DTT	2097	291826	139.16	0	699
TE_00001480#DNA/DTT	2691	81730	30.37	5	648
TE_00001481#DNA/DTT	3116	66899	21.47	0	159
TE_00001482#DNA/DTT	726	11313	15.58	0	191
TE_00001483#DNA/DTT	2069	7437	3.59	0	27
TE_00001484#DNA/DTH	3215	589751	183.44	0	2722
TE_00001485#DNA/DTT	4036	377866	93.62	0	779
TE_00001486#DNA/Helitron	2281	59842	26.23	0	269
TE_00001487#DNA/Helitron	6876	1207511	175.61	0	2547
TE_00001488#DNA/DTC	4018	106435	26.49	0	126
TE_00001489#DNA/DTM	1925	12056	6.26	0	43
TE_00001490#DNA/Helitron	11531	338633	29.37	0	516
TE_00001491#DNA/Helitron	11825	277648	23.48	0	663
TE_00001492#DNA/DTM	2887	67991	23.55	0	129
TE_00001493#DNA/DTT	3540	21063	5.95	0	48
TE_00001494#DNA/DTT	4148	274164	66.10	0	418
TE_00001495#DNA/Helitron	14732	668166	45.35	0	3064
TE_00001496#DNA/DTT	2972	32690	11.00	0	142
TE_00001497#DNA/DTT	3610	213757	59.21	0	1803
TE_00001498#DNA/Helitron	10915	2901116	265.79	0	3051
TE_00001499#DNA/Helitron	8938	142557	15.95	0	230
TE_00001500#DNA/Helitron	6346	75462	11.89	0	1420
TE_00001501#DNA/DTT	1541	5267	3.42	0	29
TE_00001502#DNA/DTT	2727	24069	8.83	1	38
TE_00001503#DNA/DTT	4401	84445	19.19	0	90
TE_00001504#DNA/Helitron	11094	776542	70.00	0	1611
TE_00001505#DNA/DTM	1293	18047	13.96	1	32
TE_00001506#DNA/DTT	3912	57268	14.64	0	207
TE_00001507#DNA/DTC	4740	167539	35.35	5	251
TE_00001508#DNA/DTM	1657	8697	5.25	0	84
TE_00001509#DNA/Helitron	6094	440683	72.31	0	384
TE_00001510#DNA/Helitron	5086	327893	64.47	0	421
TE_00001511#DNA/DTT	2288	381431	166.71	0	4055
TE_00001512#DNA/Helitron	7154	196307	27.44	1	344
TE_00001513#DNA/DTT	1165	6201	5.32	0	20
TE_00001514#DNA/Helitron	4451	360606	81.02	1	790
TE_00001515#DNA/DTT	2805	2023625	721.43	2	6692
TE_00001516#DNA/DTM	969	14031	14.48	0	135
TE_00001517#DNA/DTM	1233	37606	30.50	0	113
TE_00001518#DNA/DTH	1291	25458	19.72	0	75
TE_00001519#DNA/DTH	1023	37679	36.83	1	172
TE_00001520_INT#LTR/Copia	4698	1193496	254.04	0	783
TE_00001521_INT#LTR/Copia	3418	9026872	2640.98	5	7891
TE_00001522_INT#LTR/Gypsy	1220	4226819	3464.61	0	4679
TE_00001524_INT#LTR/Gypsy	109	408	3.74	1	5
TE_00001525_LTR#LTR/Gypsy	608	6568292	10803.11	4	15438
TE_00001526_INT#LTR/Copia	5127	426326	83.15	5	445
TE_00001528_INT#LTR/Copia	249	535355	2150.02	19	7009
TE_00001529#DNA/DTC	170	22656	133.27	10	413
TE_00001530_INT#LTR/Gypsy	110	7975	72.50	0	116
TE_00001531_INT#LTR/Copia	4756	460314	96.79	5	228
TE_00001533#DNA/DTH	980	17510	17.87	1	48
TE_00001534#DNA/DTH	2670	1020058	382.04	2	1108
TE_00001535#DNA/DTC	4047	101434	25.06	0	724
TE_00001536#DNA/DTM	1909	12334	6.46	2	35
TE_00001537#MITE/DTM	270	190	0.70	0	2
TE_00001538_LTR#LTR/Copia	202	2045	10.12	4	16
TE_00001539_INT#LTR/Gypsy	405	584048	1442.09	1	2270
TE_00001540#DNA/DTT	2010	37838	18.82	0	57
TE_00001541#DNA/DTT	661	338241	511.71	20	2261
TE_00001542_INT#LTR/Copia	3373	3973018	1177.89	0	4929
TE_00001543#DNA/DTM	1087	21305	19.60	0	65
TE_00001544#DNA/DTT	1288	152089	118.08	0	370
TE_00001545_INT#LTR/Gypsy	1241	4802081	3869.53	2	7687
TE_00001546#MITE/DTA	525	48346	92.09	3	143
TE_00001548_INT#LTR/Copia	4719	213275	45.19	0	722
TE_00001549_INT#LTR/Gypsy	4255	29783557	6999.66	49	25087
TE_00001550#DNA/Helitron	1663	17200	10.34	2	84
TE_00001551_INT#LTR/Copia	3425	3855095	1125.58	1	4923
TE_00001552_INT#LTR/Gypsy	269	3763	13.99	0	29
TE_00001553_LTR#LTR/Gypsy	361	2319	6.42	3	14
TE_00001554#MITE/DTT	274	9581	34.97	0	128
TE_00001555_LTR#LTR/Copia	490	22302	45.51	16	115
TE_00001556#DNA/DTC	381	66552	174.68	5	275
TE_00001557#MITE/DTT	237	4894	20.65	2	71
